,player_name,pitcher,Split,zone,xwOBA,IsBIP,BatterName,batter
8006,,,L,3,0.4737777777777778,24,Jose Altuve,514888.0
14901,,,L,5,0.47367857142857145,26,Wyatt Langford,694671.0
15110,,,L,1,0.47350000000000003,10,Yordan Alvarez,670541.0
12963,,,R,2,0.47350000000000003,2,Samuel Basallo,694212.0
14466,,,R,8,0.47336893203883496,96,Vinnie Pasquantino,686469.0
12500,,,L,5,0.4733636363636364,7,Roman Anthony,701350.0
3017,,,L,4,0.47319230769230775,25,Christian Walker,572233.0
11672,,,R,3,0.47308695652173915,17,Oneil Cruz,665833.0
14848,,,L,8,0.47257777777777776,39,Willy Adames,642715.0
702,,,L,9,0.4724,15,Andrew Benintendi,643217.0
8695,,,L,4,0.4722586206896552,54,Ketel Marte,606466.0
3018,,,L,5,0.4722558139534884,38,Christian Walker,572233.0
9108,,,R,8,0.47225,14,Kyle Teel,691019.0
13948,,,R,9,0.47217647058823525,12,Trey Sweeney,700242.0
9431,,,L,7,0.4720740740740741,24,Lourdes Gurriel Jr.,666971.0
7431,,,L,5,0.47200000000000003,11,Joey Wiemer,686894.0
13860,,,L,2,0.472,11,Trevor Story,596115.0
3914,,,L,9,0.472,2,David Hamilton,666152.0
8411,,,L,5,0.47197468354430383,74,Juan Soto,665742.0
12202,,,R,8,0.4718730158730159,48,Ramon Laureano,657656.0
14070,,,L,5,0.4718666666666667,57,Ty France,664034.0
9115,,,L,6,0.47181632653061223,48,Kyle Tucker,663656.0
9515,,,R,5,0.47174311926605506,107,Luis Garcia,671277.0
8240,,,R,1,0.47147058823529414,39,Josh Bell,605137.0
775,,,L,4,0.471448275862069,27,Andrew Vaughn,683734.0
3050,,,R,8,0.4714285714285714,93,Christian Yelich,592885.0
3352,,,R,8,0.4711764705882353,29,Connor Norby,681393.0
776,,,L,5,0.4711,39,Andrew Vaughn,683734.0
5190,,,L,1,0.47105263157894744,12,Gabriel Moreno,672515.0
3737,,,L,4,0.47094444444444444,32,Dansby Swanson,621020.0
8168,,,R,5,0.47093037974683544,156,Jose Ramirez,608070.0
12383,,,L,5,0.4707555555555556,40,Riley Greene,682985.0
14839,,,R,8,0.47063541666666664,74,Willson Contreras,575929.0
853,,,L,5,0.47056521739130436,22,Andy Pages,681624.0
12249,,,L,8,0.470425,35,Randy Arozarena,668227.0
7096,,,L,8,0.4701627906976744,41,Jeremy Pena,665161.0
8706,,,R,5,0.4701512605042017,112,Ketel Marte,606466.0
3663,,,L,4,0.46985714285714286,4,Daniel Schneemann,682177.0
2472,,,L,5,0.46981578947368424,36,Carlos Correa,621043.0
12089,,,R,5,0.4695972222222222,65,Pete Crow-Armstrong,691718.0
1517,,,R,5,0.4692,5,Bobby Seymour,676044.0
13933,,,L,3,0.469,8,Trey Sweeney,700242.0
1533,,,R,4,0.4688629032258065,117,Bobby Witt Jr.,677951.0
3508,,,L,7,0.4688181818181818,7,Curtis Mead,678554.0
3028,,,R,5,0.4687976878612717,163,Christian Walker,572233.0
5808,,,R,4,0.46866666666666673,3,Hunter Feduccia,676439.0
56,Chris Sale,519242.0,L,3,0.4686,10,,
223,,,L,5,0.4685744680851064,42,Adolis Garcia,666969.0
11233,,,R,5,0.46791472868217054,120,Nick Castellanos,592206.0
12397,,,R,9,0.4678888888888889,67,Riley Greene,682985.0
15114,,,L,5,0.46758139534883725,40,Yordan Alvarez,670541.0
8807,,,L,5,0.4675,4,Kody Clemens,665019.0
11876,,,L,5,0.46727868852459015,61,Ozzie Albies,645277.0
13052,,,L,2,0.4672222222222222,12,Sean Murphy,669221.0
9213,,,L,9,0.46715789473684205,15,Lawrence Butler,671732.0
13849,,,R,3,0.46708333333333335,21,Trevor Larnach,663616.0
5694,,,L,7,0.46705555555555556,14,Heliot Ramos,671218.0
10147,,,L,5,0.46686206896551724,27,Matt McLain,680574.0
422,Ryan Pepiot,686752.0,R,5,0.46684337349397587,78,,
6265,,,R,4,0.4667142857142857,74,Jackson Chourio,694192.0
13790,,,L,5,0.4666724137931034,53,Trea Turner,607208.0
181,Gavin Williams,668909.0,R,5,0.46649206349206346,60,,
12746,,,L,2,0.46628571428571425,13,Ryan Mountcastle,663624.0
11053,,,R,2,0.46625,7,Nacho Alvarez,805373.0
14965,,,R,5,0.46615254237288134,111,Yainer Diaz,673237.0
3407,,,R,5,0.465968253968254,117,Corbin Carroll,682998.0
12548,,,R,7,0.46531666666666666,56,Ronald Acuna Jr.,660670.0
259,,,L,5,0.46522222222222226,16,Agustin Ramirez,682663.0
13789,,,L,4,0.4651346153846154,48,Trea Turner,607208.0
12530,,,R,8,0.4650869565217391,22,Romy Gonzalez,663853.0
13451,,,L,6,0.46472,24,Taylor Ward,621493.0
14490,,,L,5,0.46454761904761904,38,Vladimir Guerrero Jr.,665489.0
2027,,,L,9,0.46434999999999993,17,Brice Turang,668930.0
3264,,,R,5,0.46416964285714285,108,Colt Keith,690993.0
9974,,,R,2,0.46410526315789474,27,Mark Vientos,668901.0
14498,,,R,3,0.4639736842105263,30,Vladimir Guerrero Jr.,665489.0
10273,,,R,5,0.46396103896103896,61,Matt Wallner,670242.0
9964,,,L,1,0.46387500000000004,6,Mark Vientos,668901.0
12796,,,R,5,0.46375657894736844,147,Ryan O'Hearn,656811.0
452,Spencer Arrighetti,681293.0,L,8,0.4634761904761905,35,,
13682,,,L,5,0.4633571428571428,38,Tommy Pham,502054.0
2361,,,R,5,0.463305785123967,103,Cal Raleigh,663728.0
5824,,,R,2,0.4632352941176471,27,Hunter Goodman,696100.0
8215,,,L,5,0.4631851851851852,27,Jose Trevino,624431.0
13874,,,R,7,0.46243478260869564,19,Trevor Story,596115.0
9124,,,R,6,0.46241269841269844,59,Kyle Tucker,663656.0
5757,,,R,5,0.4618,14,Heriberto Hernandez,681715.0
13053,,,L,3,0.4615833333333333,6,Sean Murphy,669221.0
2128,,,R,6,0.4614945054945055,79,Bryan Reynolds,668804.0
15113,,,L,4,0.4614333333333333,24,Yordan Alvarez,670541.0
1425,,,L,9,0.4613333333333333,5,Blaze Alexander,677942.0
461,Spencer Arrighetti,681293.0,R,8,0.46121052631578946,18,,
12743,,,R,8,0.46090963855421685,140,Ryan McMahon,641857.0
2051,,,R,5,0.4608275862068965,26,Brooks Baldwin,681460.0
9072,,,R,8,0.4607433628318584,90,Kyle Schwarber,656941.0
3919,,,R,5,0.46071153846153845,52,David Hamilton,666152.0
6107,,,R,8,0.46069444444444446,125,J.T. Realmuto,592663.0
8419,,,R,4,0.4604924242424242,122,Juan Soto,665742.0
478,Stephen Kolek,663568.0,R,7,0.46041666666666664,12,,
4835,,,L,5,0.46035714285714285,27,Eric Wagaman,676572.0
15294,,,R,6,0.46005172413793105,44,Zack Gelof,680869.0
11112,,,L,3,0.46,1,Nathan Lukes,664770.0
11595,,,L,8,0.45999999999999996,18,Nolan Jones,666134.0
5187,,,R,8,0.4599152542372882,50,Gabriel Arias,672356.0
3617,,,L,8,0.45966666666666667,2,Dalton Rushing,687221.0
14962,,,R,2,0.45950724637681156,64,Yainer Diaz,673237.0
7304,,,L,8,0.45935,18,Joey Bart,663698.0
15051,,,R,2,0.45934482758620687,24,Yoan Moncada,660162.0
3397,,,L,5,0.45934210526315783,71,Corbin Carroll,682998.0
12630,,,L,8,0.4589354838709678,25,Royce Lewis,668904.0
8346,,,R,8,0.4588387096774193,82,Josh Naylor,647304.0
5874,,,L,5,0.4585,57,Ian Happ,664023.0
1531,,,R,2,0.4584,68,Bobby Witt Jr.,677951.0
143,Eduardo Rodriguez,593958.0,R,5,0.45826415094339623,97,,
5887,,,R,9,0.45825675675675676,53,Ian Happ,664023.0
5438,,,R,5,0.4582333333333333,170,Gleyber Torres,650402.0
4908,,,L,6,0.45786,43,Eugenio Suarez,553993.0
12626,,,L,4,0.45785714285714285,14,Royce Lewis,668904.0
14910,,,R,5,0.45778703703703705,99,Wyatt Langford,694671.0
9196,,,R,1,0.4577,55,Lars Nootbaar,663457.0
12071,,,R,5,0.4576692307692308,122,Pete Alonso,624413.0
14964,,,R,4,0.4576184210526316,72,Yainer Diaz,673237.0
4106,,,L,5,0.4575833333333333,11,Dillon Dingler,693307.0
187,Jack Flaherty,656427.0,L,1,0.45754545454545453,20,,
12735,,,L,9,0.45747727272727273,39,Ryan McMahon,641857.0
7849,,,R,2,0.45733333333333337,12,Jordan Walker,691023.0
10091,,,L,4,0.4572777777777778,27,Matt Chapman,656305.0
13460,,,R,5,0.4565670731707317,153,Taylor Ward,621493.0
10198,,,R,8,0.4564050632911392,137,Matt Olson,621566.0
11980,,,R,5,0.4562134831460674,81,Paul DeJong,657557.0
788,,,R,7,0.4558,48,Andrew Vaughn,683734.0
341,Merrill Kelly,518876.0,L,6,0.4557906976744186,37,,
7288,,,R,1,0.45570270270270274,30,Joc Pederson,592626.0
8693,,,L,2,0.4555675675675675,33,Ketel Marte,606466.0
12540,,,L,9,0.4552380952380953,17,Ronald Acuna Jr.,660670.0
9068,,,R,4,0.4551951219512195,102,Kyle Schwarber,656941.0
6752,,,L,9,0.45515384615384613,9,James Wood,695578.0
8447,,,L,5,0.4551509433962264,46,Julio Rodriguez,677594.0
1731,,,R,5,0.45494915254237284,157,Brandon Nimmo,607043.0
12078,,,L,3,0.4549375,13,Pete Crow-Armstrong,691718.0
431,Shane Smith,681343.0,L,5,0.45429729729729734,36,,
12189,,,L,5,0.45397499999999996,37,Ramon Laureano,657656.0
6749,,,L,6,0.45388095238095233,40,James Wood,695578.0
8328,,,R,8,0.4538482142857143,103,Josh Lowe,666139.0
2061,,,L,6,0.45381818181818184,22,Brooks Lee,686797.0
10680,,,L,6,0.45376923076923076,11,Mickey Moniak,666160.0
1258,,,R,9,0.45369999999999994,19,Ben Rice,700250.0
10897,,,R,6,0.4535686274509804,39,Mike Trout,545361.0
13101,,,R,5,0.45349079754601224,147,Seiya Suzuki,673548.0
5090,,,R,5,0.45348901098901095,168,Francisco Lindor,596019.0
5817,,,L,4,0.45336842105263164,15,Hunter Goodman,696100.0
4228,,,R,3,0.4532,4,Drake Baldwin,686948.0
12808,,,L,8,0.453,4,Ryan Ritter,690022.0
11837,,,R,2,0.4527209302325581,41,Otto Lopez,672640.0
9542,,,L,5,0.45261538461538464,26,Luis Matos,682641.0
14782,,,R,5,0.45246107784431144,151,William Contreras,661388.0
278,Kevin Gausman,592332.0,R,6,0.45237288135593223,47,,
15249,,,R,3,0.45227450980392153,39,Zach Neto,687263.0
14963,,,R,3,0.4522295081967213,47,Yainer Diaz,673237.0
12374,,,R,6,0.4522272727272727,19,Riley Adams,656180.0
1821,,,R,4,0.4522181818181818,103,Brent Rooker,667670.0
6405,,,L,7,0.45216666666666666,6,Jacob Wilson,805779.0
235,,,R,8,0.4520081300813008,105,Adolis Garcia,666969.0
5193,,,L,4,0.452,26,Gabriel Moreno,672515.0
12499,,,L,4,0.45199999999999996,5,Roman Anthony,701350.0
8668,,,R,4,0.45182352941176473,59,Kerry Carpenter,681481.0
5402,,,R,7,0.45141818181818183,41,Giancarlo Stanton,519317.0
5933,,,R,9,0.4513888888888889,16,Isaac Collins,686555.0
15282,,,L,3,0.4511428571428571,5,Zack Gelof,680869.0
2253,,,R,2,0.4507971014492754,57,Byron Buxton,621439.0
10573,,,R,4,0.4505625,84,Michael Harris II,671739.0
13231,,,L,1,0.4504,16,Spencer Torkelson,679529.0
3741,,,L,8,0.4503793103448276,51,Dansby Swanson,621020.0
4907,,,L,5,0.45025999999999994,43,Eugenio Suarez,553993.0
4840,,,R,1,0.4502,20,Eric Wagaman,676572.0
9977,,,R,5,0.450075,68,Mark Vientos,668901.0
8615,,,L,5,0.4500425531914894,45,Ke'Bryan Hayes,663647.0
3677,,,R,9,0.4499736842105263,31,Daniel Schneemann,682177.0
12074,,,R,8,0.44990178571428574,95,Pete Alonso,624413.0
5896,,,L,8,0.4498333333333333,17,Ildemaro Vargas,545121.0
337,Merrill Kelly,518876.0,L,2,0.4497857142857143,27,,
12636,,,R,5,0.4497638888888889,66,Royce Lewis,668904.0
271,,,R,8,0.4495416666666667,20,Agustin Ramirez,682663.0
5007,,,R,5,0.4494393939393939,122,Ezequiel Tovar,678662.0
232,,,R,5,0.4493020134228188,130,Adolis Garcia,666969.0
7665,,,L,6,0.44925,38,Jonathan India,663697.0
7159,,,R,6,0.4491898734177215,71,Jesus Sanchez,660821.0
12802,,,L,2,0.449,2,Ryan Ritter,690022.0
8508,,,R,3,0.4488125,13,Junior Caminero,691406.0
13178,,,L,6,0.4487173913043478,40,Shohei Ohtani,660271.0
9219,,,R,5,0.4486140350877193,104,Lawrence Butler,671732.0
8007,,,L,4,0.44857142857142857,20,Jose Altuve,514888.0
753,,,R,7,0.4483333333333333,36,Andrew McCutchen,457705.0
1528,,,L,8,0.4482619047619048,39,Bobby Witt Jr.,677951.0
11674,,,R,5,0.44816666666666666,58,Oneil Cruz,665833.0
6733,,,L,9,0.44800000000000006,2,James Outman,681546.0
12797,,,R,6,0.4477228915662651,75,Ryan O'Hearn,656811.0
9965,,,L,2,0.44766666666666666,12,Mark Vientos,668901.0
4479,,,L,9,0.447625,7,Edgar Quero,700337.0
13183,,,R,1,0.44749152542372883,41,Shohei Ohtani,660271.0
14073,,,L,8,0.4473846153846154,33,Ty France,664034.0
4412,,,R,1,0.4473125,14,Dylan Crews,686611.0
160,Edward Cabrera,665795.0,R,2,0.44725,23,,
233,,,R,6,0.44723,83,Adolis Garcia,666969.0
198,,,R,8,0.4471754385964912,48,Addison Barger,680718.0
239,Javier Assad,665871.0,R,5,0.44713432835820893,62,,
4086,,,R,5,0.4469285714285714,26,Derek Hill,656537.0
12873,,,L,9,0.446906976744186,37,Salvador Perez,521692.0
10511,,,R,4,0.44678723404255316,70,Michael Busch,683737.0
3673,,,R,5,0.44670149253731345,62,Daniel Schneemann,682177.0
6739,,,R,5,0.44667605633802815,62,James Outman,681546.0
260,,,L,6,0.4465,15,Agustin Ramirez,682663.0
12063,,,L,6,0.44646511627906976,35,Pete Alonso,624413.0
7265,,,L,7,0.4463529411764706,14,Jo Adell,666176.0
3341,,,L,6,0.44625000000000004,10,Connor Norby,681393.0
59,Chris Sale,519242.0,L,6,0.44622727272727275,19,,
5183,,,R,4,0.44607843137254904,45,Gabriel Arias,672356.0
8699,,,L,8,0.44605882352941173,47,Ketel Marte,606466.0
14497,,,R,2,0.4459298245614035,52,Vladimir Guerrero Jr.,665489.0
2363,,,R,7,0.4457752808988764,73,Cal Raleigh,663728.0
394,,,R,3,0.4456,43,Alejandro Kirk,672386.0
5435,,,R,2,0.4454862385321101,93,Gleyber Torres,650402.0
359,Michael McGreevy,700241.0,L,5,0.4454705882352941,16,,
1454,,,L,2,0.44533333333333336,12,Bo Bichette,666182.0
2133,,,L,1,0.44525,14,Bryce Harper,547180.0
8392,,,L,6,0.44510344827586207,29,Josh Smith,669701.0
15044,,,L,4,0.4450909090909091,9,Yoan Moncada,660162.0
404,Quinn Priester,682990.0,R,5,0.4448,70,,
785,,,R,4,0.4446938775510204,91,Andrew Vaughn,683734.0
10918,,,R,8,0.44458333333333333,90,Mike Yastrzemski,573262.0
13531,,,R,7,0.44449999999999995,6,Thomas Saggese,695336.0
1485,,,R,5,0.44443023255813957,79,Bo Naylor,666310.0
1525,,,L,5,0.4441590909090909,41,Bobby Witt Jr.,677951.0
191,Jack Flaherty,656427.0,L,5,0.444,77,,
5822,,,L,9,0.444,14,Hunter Goodman,696100.0
2605,,,L,9,0.444,1,Carson Williams,700246.0
10516,,,R,9,0.44393617021276593,29,Michael Busch,683737.0
10199,,,R,9,0.4438144329896907,81,Matt Olson,621566.0
15002,,,R,5,0.4437604790419162,158,Yandy Diaz,650490.0
12875,,,R,2,0.4437377049180328,47,Salvador Perez,521692.0
13188,,,R,6,0.44371428571428567,68,Shohei Ohtani,660271.0
1459,,,L,7,0.4434666666666667,13,Bo Bichette,666182.0
13855,,,R,9,0.4433636363636364,37,Trevor Larnach,663616.0
277,Kevin Gausman,592332.0,R,5,0.44321100917431194,97,,
3031,,,R,8,0.44315126050420167,101,Christian Walker,572233.0
12806,,,L,6,0.443,2,Ryan Ritter,690022.0
12080,,,L,5,0.44295833333333334,22,Pete Crow-Armstrong,691718.0
9057,,,L,2,0.4429130434782608,34,Kyle Schwarber,656941.0
5078,,,L,2,0.4428529411764706,32,Francisco Lindor,596019.0
1840,,,R,5,0.44272388059701495,120,Brenton Doyle,686668.0
8418,,,R,3,0.442344262295082,53,Juan Soto,665742.0
3188,,,R,5,0.4422,5,Colby Thomas,687515.0
9188,,,L,3,0.44215,20,Lars Nootbaar,663457.0
1458,,,L,6,0.44188000000000005,23,Bo Bichette,666182.0
1825,,,R,8,0.4415813953488372,110,Brent Rooker,667670.0
2134,,,L,2,0.441448275862069,24,Bryce Harper,547180.0
2117,,,L,5,0.4413888888888889,51,Bryan Reynolds,668804.0
9228,,,L,5,0.44136666666666663,28,Lenyn Sosa,672820.0
8340,,,R,2,0.4412835820895522,62,Josh Naylor,647304.0
14845,,,L,5,0.4412745098039215,48,Willy Adames,642715.0
12396,,,R,8,0.4409814814814815,88,Riley Greene,682985.0
13820,,,R,8,0.4409174311926606,94,Trent Grisham,663757.0
14575,,,R,5,0.44067999999999996,46,Wenceel Perez,672761.0
15222,,,L,4,0.4406666666666667,14,Zach McKinstry,656716.0
14458,,,L,9,0.4404545454545455,6,Vinnie Pasquantino,686469.0
13796,,,R,2,0.44040625,53,Trea Turner,607208.0
14582,,,L,3,0.4403333333333333,1,Weston Wilson,642215.0
3271,,,L,3,0.4401538461538462,13,Colton Cowser,681297.0
14990,,,L,3,0.44,12,Yandy Diaz,650490.0
8804,,,L,2,0.43975,3,Kody Clemens,665019.0
12373,,,R,5,0.43971875,26,Riley Adams,656180.0
3273,,,L,5,0.43967741935483867,27,Colton Cowser,681297.0
103,David Peterson,656849.0,R,4,0.43967241379310346,54,,
12527,,,R,5,0.4394193548387097,28,Romy Gonzalez,663853.0
23,Cam Schlittler,693645.0,L,6,0.4394,4,,
7145,,,L,2,0.43925000000000003,6,Jesus Sanchez,660821.0
305,Logan Gilbert,669302.0,L,5,0.4391908396946565,120,,
4375,,,L,7,0.439,1,Dylan Beavers,687637.0
13465,,,L,1,0.439,16,Teoscar Hernandez,606192.0
11018,,,R,4,0.4389247311827957,90,Mookie Betts,605141.0
10276,,,R,8,0.4388421052631579,58,Matt Wallner,670242.0
2685,,,R,7,0.43853125,29,Ceddanne Rafaela,678882.0
14083,,,R,8,0.43847474747474746,88,Ty France,664034.0
11549,,,R,8,0.4383777777777778,37,Noelvi Marte,682622.0
496,Taj Bradley,671737.0,R,5,0.43836263736263736,83,,
265,,,R,2,0.43835714285714283,25,Agustin Ramirez,682663.0
5996,,,R,5,0.4383050847457627,54,Ivan Herrera,671056.0
9032,,,R,5,0.43825396825396823,56,Kyle Manzardo,700932.0
13238,,,L,8,0.43818181818181823,28,Spencer Torkelson,679529.0
9539,,,L,2,0.4380909090909091,10,Luis Matos,682641.0
6303,,,R,5,0.4378529411764706,60,Jackson Holliday,702616.0
3337,,,L,2,0.43766666666666665,12,Connor Norby,681393.0
3910,,,L,5,0.43760000000000004,9,David Hamilton,666152.0
13181,,,L,9,0.437375,21,Shohei Ohtani,660271.0
777,,,L,6,0.4373170731707317,39,Andrew Vaughn,683734.0
2350,,,L,4,0.43730434782608696,21,Cal Raleigh,663728.0
10188,,,L,8,0.4372542372881356,49,Matt Olson,621566.0
5556,,,R,5,0.43705263157894736,119,Gunnar Henderson,683002.0
4223,,,L,7,0.437,2,Drake Baldwin,686948.0
13452,,,L,7,0.437,13,Taylor Ward,621493.0
12191,,,L,7,0.43695833333333334,15,Ramon Laureano,657656.0
1855,,,R,1,0.43689999999999996,14,Brett Baty,683146.0
12755,,,R,1,0.43687878787878787,27,Ryan Mountcastle,663624.0
1464,,,R,2,0.436875,38,Bo Bichette,666182.0
13062,,,R,2,0.4366666666666667,29,Sean Murphy,669221.0
15251,,,R,5,0.4366048387096774,114,Zach Neto,687263.0
6864,,,R,8,0.43653246753246755,143,Jarren Duran,680776.0
9126,,,R,8,0.436528,109,Kyle Tucker,663656.0
8315,,,L,5,0.4362916666666667,21,Josh Lowe,666139.0
5362,,,R,6,0.436171974522293,148,George Springer,543807.0
2257,,,R,6,0.4361566265060241,72,Byron Buxton,621439.0
12072,,,R,6,0.43603738317757007,81,Pete Alonso,624413.0
7162,,,R,9,0.43577192982456137,45,Jesus Sanchez,660821.0
6761,,,R,9,0.4357446808510638,31,James Wood,695578.0
8948,,,L,2,0.43573684210526314,16,Kyle Higashioka,543309.0
13854,,,R,8,0.4356724137931034,102,Trevor Larnach,663616.0
11546,,,R,5,0.43564406779661013,55,Noelvi Marte,682622.0
14499,,,R,4,0.4354156626506024,157,Vladimir Guerrero Jr.,665489.0
28,Cam Schlittler,693645.0,R,2,0.43533333333333335,7,,
5705,,,R,8,0.43490277777777775,61,Heliot Ramos,671218.0
11661,,,L,2,0.43488235294117644,14,Oneil Cruz,665833.0
2637,,,L,4,0.4346666666666667,21,Casey Schmitt,669477.0
306,Logan Gilbert,669302.0,L,6,0.43465454545454546,49,,
10219,,,R,6,0.4346190476190476,20,Matt Shaw,807713.0
11886,,,R,5,0.43458196721311476,115,Ozzie Albies,645277.0
13245,,,R,5,0.4344819277108433,151,Spencer Torkelson,679529.0
7103,,,R,5,0.43445637583892616,144,Jeremy Pena,665161.0
1820,,,R,3,0.43424444444444443,29,Brent Rooker,667670.0
2150,,,R,9,0.4342166666666667,46,Bryce Harper,547180.0
12535,,,L,4,0.43393750000000003,29,Ronald Acuna Jr.,660670.0
3748,,,R,5,0.43385365853658536,134,Dansby Swanson,621020.0
9114,,,L,5,0.43370731707317073,80,Kyle Tucker,663656.0
8457,,,R,5,0.43361392405063287,145,Julio Rodriguez,677594.0
11261,,,L,5,0.4335769230769231,26,Nick Gonzales,693304.0
5084,,,L,8,0.4335090909090909,46,Francisco Lindor,596019.0
113,Dustin May,669160.0,L,4,0.43350000000000005,36,,
4503,,,R,6,0.43350000000000005,25,Edmundo Sosa,624641.0
2649,,,R,7,0.4334705882352941,16,Casey Schmitt,669477.0
12509,,,R,5,0.43334782608695654,21,Roman Anthony,701350.0
10898,,,R,7,0.43327027027027026,29,Mike Trout,545361.0
12756,,,R,2,0.43305405405405406,27,Ryan Mountcastle,663624.0
4679,,,R,5,0.4328074074074074,114,Elly De La Cruz,682829.0
5919,,,L,4,0.4328,15,Isaac Collins,686555.0
8409,,,L,3,0.43276470588235294,32,Juan Soto,665742.0
13938,,,L,8,0.43275,3,Trey Sweeney,700242.0
1721,,,L,5,0.4326935483870967,60,Brandon Nimmo,607043.0
117,Dustin May,669160.0,L,8,0.43261702127659574,39,,
9200,,,R,5,0.43258490566037733,98,Lars Nootbaar,663457.0
783,,,R,2,0.4325833333333333,54,Andrew Vaughn,683734.0
3738,,,L,5,0.4325652173913043,39,Dansby Swanson,621020.0
8697,,,L,6,0.43251020408163265,42,Ketel Marte,606466.0
3758,,,L,6,0.43220000000000003,4,Darell Hernaiz,687231.0
5883,,,R,5,0.43207185628742517,151,Ian Happ,664023.0
7432,,,L,6,0.432,13,Joey Wiemer,686894.0
8617,,,L,7,0.43186363636363634,19,Ke'Bryan Hayes,663647.0
9102,,,R,2,0.4317777777777778,8,Kyle Teel,691019.0
3103,,,R,6,0.43170000000000003,9,Coby Mayo,691723.0
14953,,,L,2,0.43164285714285716,22,Yainer Diaz,673237.0
9978,,,R,6,0.4316265060240964,68,Mark Vientos,668901.0
9123,,,R,5,0.4316086956521739,111,Kyle Tucker,663656.0
9669,,,L,5,0.4315,8,Luke Keaschall,807712.0
172,Gavin Williams,668909.0,L,5,0.43148333333333333,57,,
9197,,,R,2,0.43127397260273975,63,Lars Nootbaar,663457.0
9547,,,R,1,0.431,17,Luis Matos,682641.0
2044,,,L,7,0.431,3,Brooks Baldwin,681460.0
3043,,,R,1,0.4309117647058823,24,Christian Yelich,592885.0
11528,,,R,6,0.43083333333333335,3,Niko Kavadas,694359.0
11259,,,L,3,0.43075,7,Nick Gonzales,693304.0
8301,,,R,8,0.4305890410958904,62,Josh Jung,673962.0
11010,,,L,6,0.43053061224489797,46,Mookie Betts,605141.0
2484,,,R,8,0.4304811320754717,86,Carlos Correa,621043.0
9976,,,R,4,0.4304,48,Mark Vientos,668901.0
10104,,,R,7,0.4303709677419355,50,Matt Chapman,656305.0
3506,,,L,5,0.43023529411764705,16,Curtis Mead,678554.0
4844,,,R,5,0.4302127659574468,45,Eric Wagaman,676572.0
121,Dustin May,669160.0,R,3,0.43000000000000005,5,,
5553,,,R,2,0.42993846153846155,48,Gunnar Henderson,683002.0
3674,,,R,6,0.42992592592592593,24,Daniel Schneemann,682177.0
4089,,,R,8,0.42992307692307696,12,Derek Hill,656537.0
2611,,,R,6,0.42966666666666664,3,Carson Williams,700246.0
10512,,,R,5,0.42959375,110,Michael Busch,683737.0
14836,,,R,5,0.4295535714285714,103,Willson Contreras,575929.0
11670,,,R,1,0.4293142857142857,27,Oneil Cruz,665833.0
10693,,,R,9,0.42926000000000003,37,Mickey Moniak,666160.0
2497,,,L,2,0.42925,3,Carlos Narvaez,665966.0
1470,,,R,8,0.42893893129770994,120,Bo Bichette,666182.0
13816,,,R,4,0.4288190476190476,89,Trent Grisham,663757.0
9389,,,L,2,0.4288,21,Logan O'Hoppe,681351.0
814,,,L,4,0.4286818181818182,21,Andruw Monasterio,655316.0
14954,,,L,3,0.4286774193548387,24,Yainer Diaz,673237.0
12514,,,L,1,0.4286666666666667,3,Romy Gonzalez,663853.0
1253,,,R,4,0.42864406779661013,52,Ben Rice,700250.0
742,,,L,6,0.42846666666666666,40,Andrew McCutchen,457705.0
10266,,,L,7,0.428375,12,Matt Wallner,670242.0
14855,,,R,5,0.42835526315789474,140,Willy Adames,642715.0
11260,,,L,4,0.4283,7,Nick Gonzales,693304.0
8513,,,R,8,0.4282456140350877,45,Junior Caminero,691406.0
8344,,,R,6,0.42807894736842106,66,Josh Naylor,647304.0
9220,,,R,6,0.428051282051282,73,Lawrence Butler,671732.0
9605,,,R,3,0.4278571428571429,13,Luis Torrens,620443.0
14858,,,R,8,0.42773722627737226,108,Willy Adames,642715.0
464,Stephen Kolek,663568.0,L,2,0.42742857142857144,11,,
2050,,,R,4,0.4271666666666667,18,Brooks Baldwin,681460.0
9822,,,R,5,0.4271021897810219,127,Manny Machado,592518.0
411,,,R,6,0.42675,6,Alejandro Osuna,696030.0
4082,,,R,1,0.42666666666666664,6,Derek Hill,656537.0
104,David Peterson,656849.0,R,5,0.4265701754385965,109,,
13162,,,R,4,0.42654320987654315,73,Shea Langeliers,669127.0
11536,,,L,5,0.42653846153846153,12,Noelvi Marte,682622.0
4998,,,L,5,0.42616666666666664,41,Ezequiel Tovar,678662.0
