,player_name,pitcher,Split,zone,xwOBA,IsBIP,BatterName,batter
12073,,,R,7,0.41302985074626863,58,Pete Alonso,624413.0
214,Jake Irvin,663623.0,L,8,0.41296739130434784,81,,
5393,,,L,7,0.4129375,13,Giancarlo Stanton,519317.0
5351,,,L,5,0.4129,49,George Springer,543807.0
2647,,,R,5,0.41287234042553195,42,Casey Schmitt,669477.0
8220,,,R,1,0.41286206896551725,27,Jose Trevino,624431.0
12128,,,R,8,0.41261682242990655,91,Rafael Devers,646240.0
225,,,L,7,0.4125,21,Adolis Garcia,666969.0
12392,,,R,4,0.41242647058823534,53,Riley Greene,682985.0
201,Jack Flaherty,656427.0,R,5,0.4123225806451613,80,,
10260,,,L,1,0.41225,2,Matt Wallner,670242.0
12116,,,L,6,0.41225,34,Rafael Devers,646240.0
7260,,,L,2,0.41225,5,Jo Adell,666176.0
67,Chris Sale,519242.0,R,5,0.41221897810218977,117,,
5167,,,R,7,0.41210526315789475,18,Freddy Fermin,666023.0
13090,,,L,3,0.4121,13,Seiya Suzuki,673548.0
9112,,,L,3,0.41204761904761905,18,Kyle Tucker,663656.0
9682,,,R,9,0.412,2,Luke Keaschall,807712.0
11019,,,R,5,0.4119945652173913,184,Mookie Betts,605141.0
10515,,,R,8,0.4119880952380952,65,Michael Busch,683737.0
1469,,,R,7,0.4119795918367347,88,Bo Bichette,666182.0
2054,,,R,8,0.4118636363636364,21,Brooks Baldwin,681460.0
12879,,,R,6,0.4118389830508475,94,Salvador Perez,521692.0
11988,,,L,4,0.4117826086956522,41,Paul Goldschmidt,502671.0
12547,,,R,6,0.41176315789473683,58,Ronald Acuna Jr.,660670.0
8401,,,R,5,0.411704,116,Josh Smith,669701.0
15120,,,R,2,0.4116875,56,Yordan Alvarez,670541.0
13692,,,R,5,0.41168032786885245,117,Tommy Pham,502054.0
7093,,,L,5,0.41161666666666663,60,Jeremy Pena,665161.0
10194,,,R,4,0.41125,54,Matt Olson,621566.0
7851,,,R,4,0.4109076923076923,60,Jordan Walker,691023.0
3620,,,R,2,0.41079999999999994,3,Dalton Rushing,687221.0
8448,,,L,6,0.4107142857142857,34,Julio Rodriguez,677594.0
12122,,,R,2,0.41068055555555555,53,Rafael Devers,646240.0
9429,,,L,5,0.4106739130434782,43,Lourdes Gurriel Jr.,666971.0
11941,,,R,3,0.4105925925925926,22,Patrick Bailey,672275.0
12040,,,L,3,0.41050000000000003,5,Pedro Pages,686780.0
12638,,,R,7,0.41035714285714286,23,Royce Lewis,668904.0
10896,,,R,5,0.41035211267605637,58,Mike Trout,545361.0
10578,,,R,9,0.41031578947368424,46,Michael Harris II,671739.0
488,,,R,5,0.4101666666666666,6,Alex Freeland,690976.0
1681,,,L,2,0.4101578947368421,16,Brandon Lowe,664040.0
6858,,,R,2,0.4101230769230769,53,Jarren Duran,680776.0
12395,,,R,7,0.4098854166666666,75,Riley Greene,682985.0
376,Nick Pivetta,601713.0,L,4,0.40963636363636363,55,,
6300,,,R,2,0.40959375,25,Jackson Holliday,702616.0
8165,,,R,2,0.4095121951219512,79,Jose Ramirez,608070.0
862,,,R,5,0.4094583333333333,82,Andy Pages,681624.0
170,Gavin Williams,668909.0,L,3,0.40944,23,,
15293,,,R,5,0.4093582089552239,60,Zack Gelof,680869.0
13466,,,L,2,0.40900000000000003,19,Teoscar Hernandez,606192.0
2496,,,L,1,0.409,2,Carlos Narvaez,665966.0
14556,,,R,6,0.4088333333333334,5,Warming Bernabel,682653.0
51,,,R,6,0.408672131147541,84,Aaron Judge,592450.0
13208,,,R,8,0.40846774193548385,55,Spencer Horwitz,687462.0
11943,,,R,5,0.4083769230769231,120,Patrick Bailey,672275.0
5968,,,L,5,0.4083260869565218,45,Isiah Kiner-Falefa,643396.0
865,,,R,8,0.40830434782608693,82,Andy Pages,681624.0
8472,,,R,2,0.40826,49,Jung Hoo Lee,808982.0
4505,,,R,8,0.40825925925925927,23,Edmundo Sosa,624641.0
3640,,,R,3,0.4080714285714286,9,Dane Myers,667472.0
6784,,,L,5,0.4080416666666667,21,Jared Triolo,669707.0
9029,,,R,2,0.407969696969697,26,Kyle Manzardo,700932.0
3349,,,R,5,0.40794736842105267,35,Connor Norby,681393.0
13089,,,L,2,0.40793181818181823,37,Seiya Suzuki,673548.0
5753,,,R,1,0.4077777777777778,8,Heriberto Hernandez,681715.0
6793,,,R,5,0.4076103896103896,72,Jared Triolo,669707.0
1467,,,R,5,0.4075187969924812,119,Bo Bichette,666182.0
12090,,,R,6,0.4074444444444445,32,Pete Crow-Armstrong,691718.0
8412,,,L,6,0.4074285714285714,45,Juan Soto,665742.0
6997,,,R,8,0.40733636363636366,87,Jazz Chisholm,665862.0
11999,,,R,5,0.40732911392405063,123,Paul Goldschmidt,502671.0
2275,,,R,4,0.4071926605504587,97,C.J. Abrams,682928.0
5092,,,R,7,0.4070377358490566,93,Francisco Lindor,596019.0
8285,,,L,1,0.4067777777777778,7,Josh Jung,673962.0
5204,,,R,5,0.4067631578947369,68,Gabriel Moreno,672515.0
7292,,,R,5,0.40655128205128205,68,Joc Pederson,592626.0
8529,,,R,5,0.40649640287769784,135,Jurickson Profar,595777.0
10013,,,R,5,0.40638596491228074,106,Masataka Yoshida,807799.0
282,Kyle Hendricks,543294.0,L,1,0.4063333333333333,27,,
423,Ryan Pepiot,686752.0,R,6,0.4062903225806452,58,,
4227,,,R,2,0.40626666666666666,15,Drake Baldwin,686948.0
12129,,,R,9,0.4062222222222222,45,Rafael Devers,646240.0
2149,,,R,8,0.4059375,87,Bryce Harper,547180.0
4783,,,L,7,0.4059285714285714,24,Enrique Hernandez,571771.0
11601,,,R,5,0.4058625,70,Nolan Jones,666134.0
7839,,,L,1,0.40563636363636363,11,Jordan Walker,691023.0
413,,,R,8,0.4055714285714286,5,Alejandro Osuna,696030.0
276,Kevin Gausman,592332.0,R,4,0.4055454545454546,122,,
14259,,,R,1,0.4055142857142857,26,Tyler Soderstrom,691016.0
3048,,,R,6,0.4054925373134328,61,Christian Yelich,592885.0
10757,,,L,8,0.40546875,28,Miguel Rojas,500743.0
14566,,,L,6,0.40541176470588236,14,Wenceel Perez,672761.0
7157,,,R,4,0.40535955056179773,70,Jesus Sanchez,660821.0
6758,,,R,6,0.40528571428571425,30,James Wood,695578.0
12799,,,R,8,0.40506315789473685,84,Ryan O'Hearn,656811.0
7854,,,R,7,0.4050416666666667,41,Jordan Walker,691023.0
9821,,,R,4,0.405017094017094,111,Manny Machado,592518.0
111,Dustin May,669160.0,L,2,0.4049677419354839,26,,
8214,,,L,4,0.40491666666666665,12,Jose Trevino,624431.0
1521,,,L,1,0.4048333333333333,17,Bobby Witt Jr.,677951.0
14491,,,L,6,0.40478378378378377,32,Vladimir Guerrero Jr.,665489.0
8986,,,L,4,0.40475,4,Kyle Karros,691720.0
8950,,,L,4,0.40475,11,Kyle Higashioka,543309.0
12066,,,L,9,0.40475,23,Pete Alonso,624413.0
2113,,,L,1,0.4046176470588235,34,Bryan Reynolds,668804.0
15241,,,L,4,0.4045625,11,Zach Neto,687263.0
11527,,,R,5,0.40449999999999997,8,Niko Kavadas,694359.0
6552,,,R,8,0.4044905660377358,99,Jake Cronenworth,630105.0
2481,,,R,5,0.4044152542372881,109,Carlos Correa,621043.0
1858,,,R,4,0.40440384615384617,44,Brett Baty,683146.0
270,Kevin Gausman,592332.0,L,8,0.4043818181818182,88,,
11029,,,L,5,0.4043142857142857,33,Myles Straw,664702.0
9516,,,R,6,0.40425714285714287,65,Luis Garcia,671277.0
10577,,,R,8,0.4042439024390244,110,Michael Harris II,671739.0
377,Nick Pivetta,601713.0,L,5,0.40424074074074073,90,,
9968,,,L,5,0.40413333333333334,29,Mark Vientos,668901.0
3218,,,L,8,0.40385714285714286,6,Cole Young,702284.0
7780,,,R,5,0.4038245614035088,48,Jordan Beck,687597.0
14966,,,R,6,0.4037128712871287,92,Yainer Diaz,673237.0
682,,,L,8,0.40370370370370373,24,Andres Gimenez,665926.0
12795,,,R,4,0.403651376146789,100,Ryan O'Hearn,656811.0
5191,,,L,2,0.4036,13,Gabriel Moreno,672515.0
467,Stephen Kolek,663568.0,L,5,0.40353125,29,,
11660,,,L,1,0.4035,3,Oneil Cruz,665833.0
14967,,,R,7,0.40347368421052626,36,Yainer Diaz,673237.0
8954,,,L,8,0.403125,18,Kyle Higashioka,543309.0
1537,,,R,8,0.40312499999999996,127,Bobby Witt Jr.,677951.0
9240,,,R,8,0.40310638297872337,38,Lenyn Sosa,672820.0
14142,,,L,4,0.40306060606060606,31,Tyler Freeman,671289.0
5760,,,R,8,0.40299999999999997,5,Heriberto Hernandez,681715.0
5182,,,R,3,0.40295238095238095,15,Gabriel Arias,672356.0
119,Dustin May,669160.0,R,1,0.4029411764705882,13,,
13095,,,L,8,0.40290476190476193,37,Seiya Suzuki,673548.0
11993,,,L,9,0.40280000000000005,31,Paul Goldschmidt,502671.0
14957,,,L,6,0.4027241379310345,28,Yainer Diaz,673237.0
13872,,,R,5,0.40264935064935065,70,Trevor Story,596115.0
6268,,,R,7,0.40258536585365856,36,Jackson Chourio,694192.0
443,Shane Smith,681343.0,R,8,0.4024545454545454,21,,
8500,,,L,5,0.40238095238095234,17,Junior Caminero,691406.0
10609,,,R,8,0.4023764705882353,77,Michael Massey,686681.0
8819,,,R,8,0.4023617021276596,40,Kody Clemens,665019.0
10676,,,L,2,0.4023333333333334,5,Mickey Moniak,666160.0
47,,,R,2,0.402304347826087,28,Aaron Judge,592450.0
125,Dustin May,669160.0,R,7,0.4020909090909091,19,,
13532,,,R,8,0.40190000000000003,10,Thomas Saggese,695336.0
3745,,,R,2,0.40187500000000004,62,Dansby Swanson,621020.0
13278,,,L,9,0.40185185185185185,25,Steven Kwan,680757.0
7295,,,R,8,0.4017604166666667,83,Joc Pederson,592626.0
6746,,,L,3,0.40166666666666667,9,James Wood,695578.0
10206,,,L,2,0.40149999999999997,8,Matt Shaw,807713.0
12622,,,R,9,0.4014230769230769,40,Rowdy Tellez,642133.0
2123,,,R,1,0.4014166666666667,45,Bryan Reynolds,668804.0
5923,,,L,8,0.40140000000000003,9,Isaac Collins,686555.0
12683,,,R,2,0.401375,34,Ryan Jeffers,680777.0
295,Kyle Hendricks,543294.0,R,5,0.40131764705882356,78,,
7294,,,R,7,0.4011683168316832,91,Joc Pederson,592626.0
9227,,,L,4,0.40115,17,Lenyn Sosa,672820.0
438,Shane Smith,681343.0,R,3,0.401,4,,
8243,,,R,4,0.40091176470588236,94,Josh Bell,605137.0
258,,,L,4,0.4008,3,Agustin Ramirez,682663.0
7310,,,R,5,0.40078688524590167,55,Joey Bart,663698.0
6266,,,R,5,0.40075268817204307,87,Jackson Chourio,694192.0
6993,,,R,4,0.4007307692307692,63,Jazz Chisholm,665862.0
4909,,,L,7,0.4006923076923077,15,Eugenio Suarez,553993.0
230,Javier Assad,665871.0,L,5,0.4006617647058824,63,,
12615,,,R,2,0.4006,49,Rowdy Tellez,642133.0
14871,,,R,2,0.4005961538461538,49,Wilmer Flores,527038.0
5091,,,R,6,0.4004607843137255,91,Francisco Lindor,596019.0
476,Stephen Kolek,663568.0,R,5,0.40045454545454545,43,,
2788,,,R,3,0.40045000000000003,19,Chandler Simpson,802415.0
5929,,,R,5,0.4003939393939394,28,Isaac Collins,686555.0
14827,,,L,5,0.40034285714285717,32,Willson Contreras,575929.0
13235,,,L,5,0.4003207547169811,52,Spencer Torkelson,679529.0
12088,,,R,4,0.40026388888888886,58,Pete Crow-Armstrong,691718.0
8005,,,L,2,0.4002413793103448,25,Jose Altuve,514888.0
8330,,,L,1,0.40020689655172415,27,Josh Naylor,647304.0
2850,,,L,2,0.4001111111111111,9,Chase Meidroth,805367.0
4832,,,L,2,0.4001111111111111,8,Eric Wagaman,676572.0
10597,,,L,5,0.4,20,Michael Massey,686681.0
2640,,,L,7,0.399875,7,Casey Schmitt,669477.0
8659,,,L,5,0.3998,12,Kerry Carpenter,681481.0
8815,,,R,4,0.39974358974358976,31,Kody Clemens,665019.0
12076,,,L,1,0.39972727272727276,7,Pete Crow-Armstrong,691718.0
5873,,,L,4,0.39971428571428574,39,Ian Happ,664023.0
3276,,,L,8,0.39971428571428574,7,Colton Cowser,681297.0
9222,,,R,8,0.39968644067796605,97,Lawrence Butler,671732.0
8509,,,R,4,0.3996315789473684,51,Junior Caminero,691406.0
10606,,,R,5,0.3994857142857143,97,Michael Massey,686681.0
515,Trevor Rogers,669432.0,R,6,0.3994736842105263,71,,
11878,,,L,7,0.3993684210526316,18,Ozzie Albies,645277.0
12068,,,R,2,0.39926666666666666,55,Pete Alonso,624413.0
11530,,,R,8,0.39925000000000005,9,Niko Kavadas,694359.0
9967,,,L,4,0.3992380952380953,19,Mark Vientos,668901.0
12390,,,R,2,0.3991351351351351,54,Riley Greene,682985.0
289,Kyle Hendricks,543294.0,L,8,0.39913333333333334,48,,
11677,,,R,8,0.3991309523809524,59,Oneil Cruz,665833.0
9820,,,R,3,0.3991086956521739,36,Manny Machado,592518.0
14080,,,R,5,0.3990662251655629,143,Ty France,664034.0
10094,,,L,7,0.3986923076923077,21,Matt Chapman,656305.0
7951,,,L,5,0.39860606060606063,31,Jorge Polanco,593871.0
11831,,,L,5,0.3985666666666666,29,Otto Lopez,672640.0
6787,,,L,8,0.39849999999999997,18,Jared Triolo,669707.0
13875,,,R,8,0.39840000000000003,40,Trevor Story,596115.0
2047,,,R,1,0.39840000000000003,16,Brooks Baldwin,681460.0
89,Cristopher Sanchez,650911.0,R,8,0.39821808510638296,164,,
334,,,L,7,0.39821428571428574,22,Alec Bohm,664761.0
12789,,,L,8,0.3982,13,Ryan O'Hearn,656811.0
10605,,,R,4,0.398103448275862,82,Michael Massey,686681.0
4910,,,L,8,0.398,44,Eugenio Suarez,553993.0
11236,,,R,8,0.3979245283018868,140,Nick Castellanos,592206.0
13691,,,R,4,0.39791463414634143,79,Tommy Pham,502054.0
5020,,,L,9,0.3979090909090909,37,Fernando Tatis Jr.,665487.0
12394,,,R,6,0.39782222222222224,80,Riley Greene,682985.0
11600,,,R,4,0.39775925925925926,34,Nolan Jones,666134.0
457,Spencer Arrighetti,681293.0,R,4,0.3977142857142857,27,,
3505,,,L,4,0.3975714285714286,13,Curtis Mead,678554.0
6760,,,R,8,0.39755813953488367,68,James Wood,695578.0
9439,,,R,5,0.3974921875,122,Lourdes Gurriel Jr.,666971.0
11267,,,R,2,0.3974878048780488,33,Nick Gonzales,693304.0
14852,,,R,2,0.39748571428571433,55,Willy Adames,642715.0
450,,,R,5,0.39748101265822783,151,Alex Bregman,608324.0
3234,,,L,3,0.3973333333333333,2,Colson Montgomery,695657.0
5027,,,R,7,0.39728915662650605,77,Fernando Tatis Jr.,665487.0
8670,,,R,6,0.39726153846153844,55,Kerry Carpenter,681481.0
15237,,,R,9,0.3972112676056338,61,Zach McKinstry,656716.0
2569,,,L,1,0.3972,8,Carson Kelly,608348.0
429,,,R,2,0.39699999999999996,49,Alek Thomas,677950.0
14909,,,R,4,0.3969846153846154,63,Wyatt Langford,694671.0
6096,,,L,6,0.3969722222222222,31,J.T. Realmuto,592663.0
388,,,L,6,0.3969677419354839,28,Alejandro Kirk,672386.0
344,Merrill Kelly,518876.0,L,9,0.3968974358974359,27,,
199,,,R,9,0.3968965517241379,21,Addison Barger,680718.0
3125,,,L,2,0.3968,23,Cody Bellinger,641355.0
1830,,,L,4,0.3968,28,Brenton Doyle,686668.0
13799,,,R,5,0.39671856287425145,159,Trea Turner,607208.0
10502,,,L,5,0.39668,23,Michael Busch,683737.0
14264,,,R,6,0.3966296296296296,51,Tyler Soderstrom,691016.0
5000,,,L,7,0.3966296296296296,22,Ezequiel Tovar,678662.0
15057,,,R,8,0.3965,36,Yoan Moncada,660162.0
195,Jack Flaherty,656427.0,L,9,0.396475,29,,
5748,,,L,6,0.39638461538461545,10,Heriberto Hernandez,681715.0
5668,,,R,7,0.39635,15,Harrison Bader,664056.0
4224,,,L,8,0.3961428571428572,5,Drake Baldwin,686948.0
9393,,,L,6,0.3961363636363636,15,Logan O'Hoppe,681351.0
13812,,,L,9,0.39605,18,Trent Grisham,663757.0
6553,,,R,9,0.396,50,Jake Cronenworth,630105.0
362,Michael McGreevy,700241.0,L,8,0.39555555555555555,9,,
14779,,,R,2,0.3955151515151515,52,William Contreras,661388.0
8247,,,R,8,0.3954573643410853,111,Josh Bell,605137.0
12787,,,L,6,0.3953076923076923,13,Ryan O'Hearn,656811.0
2248,,,L,6,0.39527999999999996,21,Byron Buxton,621439.0
11879,,,L,8,0.3952777777777778,34,Ozzie Albies,645277.0
9450,,,L,6,0.3952222222222222,35,Luis Arraez,650333.0
13462,,,R,7,0.39502000000000004,47,Taylor Ward,621493.0
343,Merrill Kelly,518876.0,L,8,0.39491262135922334,80,,
11545,,,R,4,0.39482051282051284,39,Noelvi Marte,682622.0
10275,,,R,7,0.3947857142857143,44,Matt Wallner,670242.0
5153,,,L,2,0.39475,10,Freddy Fermin,666023.0
3676,,,R,8,0.3946034482758621,48,Daniel Schneemann,682177.0
741,,,L,5,0.39448936170212767,45,Andrew McCutchen,457705.0
14493,,,L,8,0.39437037037037037,46,Vladimir Guerrero Jr.,665489.0
2586,,,R,8,0.39436507936507936,53,Carson Kelly,608348.0
14775,,,L,8,0.3943157894736842,53,William Contreras,661388.0
13104,,,R,8,0.39422891566265056,69,Seiya Suzuki,673548.0
5093,,,R,8,0.39422857142857143,125,Francisco Lindor,596019.0
5991,,,L,9,0.39414285714285713,11,Ivan Herrera,671056.0
11489,,,L,8,0.39410526315789474,38,Nico Hoerner,663538.0
2143,,,R,2,0.3940625,41,Bryce Harper,547180.0
10216,,,R,3,0.394,9,Matt Shaw,807713.0
5342,,,R,5,0.3938354430379747,78,Gavin Sheets,657757.0
420,,,L,3,0.3937333333333333,14,Alek Thomas,677950.0
9402,,,R,6,0.3937,65,Logan O'Hoppe,681351.0
10720,,,L,9,0.39366666666666666,10,Miguel Andujar,609280.0
2384,,,L,6,0.3936,10,Caleb Durbin,702332.0
14838,,,R,7,0.3934423076923077,44,Willson Contreras,575929.0
267,Kevin Gausman,592332.0,L,5,0.3933763440860215,86,,
98,David Peterson,656849.0,L,8,0.3933684210526316,32,,
13851,,,R,5,0.39326315789473687,103,Trevor Larnach,663616.0
9804,,,R,5,0.393191616766467,147,Maikel Garcia,672580.0
13218,,,L,8,0.3931666666666667,49,Spencer Steer,668715.0
3911,,,L,6,0.39316666666666666,6,David Hamilton,666152.0
6859,,,R,3,0.3931489361702128,38,Jarren Duran,680776.0
12001,,,R,7,0.39314102564102565,65,Paul Goldschmidt,502671.0
3340,,,L,5,0.393,9,Connor Norby,681393.0
9236,,,R,4,0.39299999999999996,45,Lenyn Sosa,672820.0
9031,,,R,4,0.3928421052631579,45,Kyle Manzardo,700932.0
14874,,,R,5,0.39283116883116886,73,Wilmer Flores,527038.0
5174,,,L,5,0.39265625,26,Gabriel Arias,672356.0
531,Tyler Glasnow,607192.0,R,4,0.39262857142857144,31,,
14262,,,R,4,0.39254761904761903,79,Tyler Soderstrom,691016.0
6790,,,R,2,0.39252380952380955,33,Jared Triolo,669707.0
2266,,,L,5,0.3924776119402985,59,C.J. Abrams,682928.0
3661,,,L,2,0.3924,4,Daniel Schneemann,682177.0
3747,,,R,4,0.392287037037037,102,Dansby Swanson,621020.0
12740,,,R,5,0.39213675213675214,94,Ryan McMahon,641857.0
4419,,,R,8,0.39207692307692305,11,Dylan Crews,686611.0
7030,,,R,5,0.3920578512396694,118,Jeff McNeil,643446.0
4416,,,R,5,0.3920357142857143,25,Dylan Crews,686611.0
11235,,,R,7,0.39199999999999996,73,Nick Castellanos,592206.0
8660,,,L,6,0.3919,9,Kerry Carpenter,681481.0
7670,,,R,2,0.39178504672897196,92,Jonathan India,663697.0
10014,,,R,6,0.3916060606060606,61,Masataka Yoshida,807799.0
3286,,,R,8,0.3914848484848485,56,Colton Cowser,681297.0
5369,,,L,3,0.3914705882352941,15,Geraldo Perdomo,672695.0
5657,,,L,5,0.3913695652173913,42,Harrison Bader,664056.0
6594,,,R,2,0.39119999999999994,12,Jake Mangum,663968.0
8478,,,R,8,0.3911923076923077,49,Jung Hoo Lee,808982.0
9560,,,L,4,0.39117647058823524,16,Luis Rengifo,650859.0
6061,,,L,5,0.3910983606557377,54,J.P. Crawford,641487.0
14454,,,L,5,0.39108333333333334,35,Vinnie Pasquantino,686469.0
9824,,,R,7,0.3910833333333333,88,Manny Machado,592518.0
12199,,,R,5,0.3909885057471264,76,Ramon Laureano,657656.0
13817,,,R,5,0.39094117647058824,84,Trent Grisham,663757.0
154,Edward Cabrera,665795.0,L,6,0.39071875,28,,
10001,,,L,2,0.3906190476190476,21,Masataka Yoshida,807799.0
14462,,,R,4,0.39059259259259255,98,Vinnie Pasquantino,686469.0
690,,,R,6,0.39052777777777775,68,Andres Gimenez,665926.0
395,Quinn Priester,682990.0,L,5,0.3905081967213115,60,,
751,,,R,5,0.390375,125,Andrew McCutchen,457705.0
6850,,,L,4,0.3901282051282051,32,Jarren Duran,680776.0
12508,,,R,4,0.39011111111111113,15,Roman Anthony,701350.0
15244,,,L,7,0.3900769230769231,12,Zach Neto,687263.0
7441,,,R,6,0.3900344827586207,24,Joey Wiemer,686894.0
14254,,,L,5,0.39,14,Tyler Soderstrom,691016.0
3092,,,L,5,0.38990909090909087,10,Coby Mayo,691723.0
369,Michael McGreevy,700241.0,R,6,0.38988888888888895,9,,
3178,,,L,4,0.3895,1,Colby Thomas,687515.0
9441,,,R,7,0.3894605263157895,65,Lourdes Gurriel Jr.,666971.0
10154,,,R,2,0.38943636363636364,45,Matt McLain,680574.0
12731,,,L,5,0.3894285714285714,49,Ryan McMahon,641857.0
10196,,,R,6,0.3893548387096774,81,Matt Olson,621566.0
6865,,,R,9,0.38934177215189875,67,Jarren Duran,680776.0
8155,,,L,2,0.38932352941176473,33,Jose Ramirez,608070.0
4917,,,R,5,0.38929891304347825,166,Eugenio Suarez,553993.0
5080,,,L,4,0.38913953488372094,38,Francisco Lindor,596019.0
39,Carson Seymour,693313.0,L,4,0.3888,5,,
11990,,,L,6,0.38876,22,Paul Goldschmidt,502671.0
10215,,,R,2,0.38875,13,Matt Shaw,807713.0
5164,,,R,4,0.38870909090909095,55,Freddy Fermin,666023.0
8160,,,L,7,0.38866666666666666,29,Jose Ramirez,608070.0
8158,,,L,5,0.3885454545454545,60,Jose Ramirez,608070.0
13204,,,R,4,0.3884782608695652,44,Spencer Horwitz,687462.0
340,Merrill Kelly,518876.0,L,5,0.3884705882352942,80,,
13154,,,L,5,0.38845454545454544,39,Shea Langeliers,669127.0
14459,,,R,1,0.38837499999999997,49,Vinnie Pasquantino,686469.0
10766,,,R,7,0.38825,19,Miguel Rojas,500743.0
13685,,,L,8,0.38816666666666666,38,Tommy Pham,502054.0
5186,,,R,7,0.38803225806451613,25,Gabriel Arias,672356.0
7280,,,L,3,0.388,4,Joc Pederson,592626.0
9598,,,L,5,0.388,13,Luis Torrens,620443.0
12970,,,R,9,0.388,1,Samuel Basallo,694212.0
3634,,,L,7,0.3878888888888889,8,Dane Myers,667472.0
4784,,,L,8,0.38785294117647057,31,Enrique Hernandez,571771.0
5,Andrew Abbott,671096.0,L,6,0.3878095238095238,21,,
1842,,,R,7,0.3876818181818182,37,Brenton Doyle,686668.0
8089,,,L,9,0.38766666666666666,3,Jose Fermin,665877.0
15236,,,R,8,0.3875425531914894,87,Zach McKinstry,656716.0
14853,,,R,3,0.38753846153846155,34,Willy Adames,642715.0
699,,,L,6,0.3874761904761905,20,Andrew Benintendi,643217.0
3274,,,L,6,0.38746153846153847,13,Colton Cowser,681297.0
8810,,,L,8,0.38733333333333336,10,Kody Clemens,665019.0
7673,,,R,5,0.38729375,151,Jonathan India,663697.0
12686,,,R,5,0.3871785714285715,74,Ryan Jeffers,680777.0
13225,,,R,5,0.38710497237569064,169,Spencer Steer,668715.0
6114,,,L,6,0.38704,23,JJ Bleday,668709.0
5437,,,R,4,0.38695384615384615,124,Gleyber Torres,650402.0
5010,,,R,8,0.3868376068376068,107,Ezequiel Tovar,678662.0
197,Jack Flaherty,656427.0,R,1,0.38682142857142854,23,,
58,Chris Sale,519242.0,L,5,0.3867894736842105,17,,
9231,,,L,8,0.3867391304347826,22,Lenyn Sosa,672820.0
5089,,,R,4,0.38669600000000004,108,Francisco Lindor,596019.0
2683,,,R,5,0.38664130434782606,84,Ceddanne Rafaela,678882.0
15289,,,R,1,0.38661111111111107,30,Zack Gelof,680869.0
4476,,,L,6,0.38646153846153847,13,Edgar Quero,700337.0
210,Jake Irvin,663623.0,L,4,0.38645555555555555,80,,
7950,,,L,4,0.38632,23,Jorge Polanco,593871.0
256,Johan Oviedo,670912.0,R,4,0.3863157894736842,37,,
4793,,,R,7,0.38625806451612904,27,Enrique Hernandez,571771.0
11006,,,L,2,0.3860571428571429,35,Mookie Betts,605141.0
2505,,,R,1,0.386,2,Carlos Narvaez,665966.0
8444,,,L,2,0.38569047619047625,33,Julio Rodriguez,677594.0
11115,,,L,6,0.385625,7,Nathan Lukes,664770.0
6124,,,R,6,0.38560784313725494,44,JJ Bleday,668709.0
383,Nick Pivetta,601713.0,R,2,0.3855728155339806,81,,
8124,,,L,8,0.3854285714285714,17,Jose Iglesias,578428.0
11942,,,R,4,0.3853974358974359,70,Patrick Bailey,672275.0
8020,,,R,8,0.3853846153846154,56,Jose Altuve,514888.0
8232,,,L,3,0.3853125,16,Josh Bell,605137.0
95,David Peterson,656849.0,L,5,0.3852407407407408,44,,
428,,,R,1,0.385225,34,Alek Thomas,677950.0
12758,,,R,4,0.38505555555555554,66,Ryan Mountcastle,663624.0
234,Javier Assad,665871.0,L,9,0.38495238095238093,36,,
8117,,,L,1,0.38491666666666663,10,Jose Iglesias,578428.0
8286,,,L,2,0.3849090909090909,8,Josh Jung,673962.0
6074,,,R,8,0.38490677966101694,102,J.P. Crawford,641487.0
6123,,,R,5,0.38482575757575754,122,JJ Bleday,668709.0
12550,,,R,9,0.3847766990291262,88,Ronald Acuna Jr.,660670.0
10881,,,R,8,0.3847338709677419,115,Mike Tauchman,643565.0
1758,,,L,5,0.38471428571428573,22,Brayan Rocchio,677587.0
84,Cristopher Sanchez,650911.0,R,3,0.3846875,27,,
6260,,,L,8,0.3846363636363636,20,Jackson Chourio,694192.0
3404,,,R,2,0.3843076923076923,86,Corbin Carroll,682998.0
134,Eduardo Rodriguez,593958.0,L,6,0.3842380952380952,20,,
2574,,,L,6,0.38423076923076926,22,Carson Kelly,608348.0
10039,,,L,4,0.3842272727272727,19,Masyn Winn,691026.0
9229,,,L,6,0.3840357142857143,26,Lenyn Sosa,672820.0
5758,,,R,6,0.3838666666666667,15,Heriberto Hernandez,681715.0
5430,,,L,6,0.3838529411764706,32,Gleyber Torres,650402.0
11940,,,R,2,0.38382539682539685,49,Patrick Bailey,672275.0
5882,,,R,4,0.3837517730496454,117,Ian Happ,664023.0
10915,,,R,5,0.38374380165289257,101,Mike Yastrzemski,573262.0
15043,,,L,3,0.38366666666666666,4,Yoan Moncada,660162.0
6755,,,R,3,0.38366666666666666,10,James Wood,695578.0
339,,,R,3,0.38365789473684214,29,Alec Bohm,664761.0
9815,,,L,7,0.3835909090909091,32,Manny Machado,592518.0
9811,,,L,3,0.3835625,9,Manny Machado,592518.0
8329,,,R,9,0.38353846153846155,66,Josh Lowe,666139.0
14849,,,L,9,0.3834705882352941,30,Willy Adames,642715.0
11490,,,L,9,0.3834583333333333,24,Nico Hoerner,663538.0
3394,,,L,2,0.38345454545454544,33,Corbin Carroll,682998.0
3348,,,R,4,0.3833888888888889,18,Connor Norby,681393.0
4022,,,L,5,0.3833076923076923,13,Daylen Lile,695734.0
