,Player,Team,FGID,SAVID,Age,PA,AB,BIP,K,K%,BB,BB%,SF,HBP,BABIP,Brl%,Solid%,Flare%,Topped%,Under%,Weak%,H,1B,2B,3B,HR,TB,AVG,OBP,SLG,OPS,R,RBI,SB Att,SB,CS,Pos,$,Deep $,G
0,Mauricio Dubon,HOU,16530,643289.0,30,181.0,169.0,147.0,23.0,0.12610000000000002,10.0,0.056857142857142856,0.0,1.0,0.296,0.028,0.046,0.256,0.318,0.291,0.061,43.0,32.0,8.0,0.0,3.0,63.0,0.256,0.302,0.367,0.669,20.0,20.0,2.7,1.9,1.0,,1.0,1.0,40.0
0,Brett Harris,OAK,29788,695391.0,26,166.0,142.0,104.0,38.0,0.2296,20.0,0.12071428571428572,0.0,4.0,0.285,0.051,0.027,0.224,0.277,0.331,0.09,30.0,21.0,5.0,0.0,3.0,47.0,0.208,0.323,0.318,0.641,16.0,15.0,4.0,3.0,1.0,,1.0,1.0,37.0
0,Ty France,,17982,664034.0,30,353.0,318.0,251.0,68.0,0.192,20.0,0.057714285714285704,1.0,13.0,0.318,0.076,0.064,0.258,0.328,0.229,0.044,80.0,54.0,16.0,1.0,9.0,125.0,0.251,0.322,0.39,0.712,38.0,41.0,2.4,1.7,1.0,1B,1.0,2.45,78.0
0,Robert Hassell III,WSH,27482,690987.0,23,258.0,234.0,164.0,71.0,0.27516799999999997,22.0,0.08342857142857144,1.0,2.0,0.349,0.09,0.066,0.272,0.367,0.166,0.039,57.0,37.0,11.0,1.0,9.0,101.0,0.244,0.311,0.407,0.718,29.0,28.0,9.3,7.4,2.0,OF,1.0,1.88,57.0
0,Will Benson,CIN,21853,666181.0,26,305.0,274.0,174.0,101.0,0.3301,28.0,0.09273714285714285,1.0,2.0,0.358,0.13,0.065,0.243,0.267,0.264,0.031,62.0,34.0,13.0,2.0,14.0,126.0,0.227,0.304,0.435,0.739,38.0,38.0,10.5,8.5,2.0,OF,1.0,3.46,68.0
0,Jake Bauers,MIL,15194,641343.0,29,298.0,261.0,170.0,92.0,0.3094,33.0,0.11000000000000001,1.0,3.0,0.331,0.116,0.087,0.233,0.234,0.287,0.044,56.0,33.0,12.0,1.0,11.0,109.0,0.215,0.309,0.393,0.702,34.0,34.0,9.6,8.2,1.0,"OF, 1B",1.0,2.59,66.0
0,Ryan Bliss,SEA,29547,669208.0,25,158.0,143.0,100.0,43.0,0.2733333333333333,12.0,0.07818181818181819,0.0,2.0,0.321,0.077,0.08,0.241,0.333,0.232,0.037,32.0,21.0,6.0,0.0,5.0,61.0,0.225,0.296,0.373,0.669,19.0,18.0,14.0,10.8,3.0,,1.0,1.0,35.0
0,Oswald Peraza,LAA,22823,672724.0,24,286.0,260.0,184.0,76.0,0.26515999999999995,20.0,0.07026285714285715,1.0,6.0,0.302,0.061,0.043,0.224,0.381,0.22,0.072,56.0,37.0,11.0,0.0,7.0,95.0,0.214,0.285,0.342,0.626,32.0,29.0,11.1,8.6,2.0,3B,1.0,1.94,64.0
0,Richie Palacios,TB,24589,680700.0,27,181.0,158.0,123.0,35.0,0.1944,20.0,0.1128457142857143,0.0,2.0,0.306,0.046,0.056,0.269,0.343,0.25,0.035,38.0,26.0,7.0,0.0,4.0,62.0,0.238,0.333,0.361,0.693,19.0,19.0,9.0,6.9,2.0,,1.0,1.0,40.0
0,Miles Mastrobuoni,SEA,20017,670156.0,29,165.0,151.0,120.0,31.0,0.1896,14.0,0.08342857142857144,0.0,0.0,0.304,0.031,0.053,0.29,0.319,0.241,0.067,37.0,27.0,6.0,0.0,3.0,57.0,0.242,0.305,0.34,0.644,18.0,17.0,7.7,6.7,1.0,,1.0,1.0,37.0
0,Liover Peguero,PIT,24273,678894.0,24,233.0,215.0,154.0,62.0,0.2657142857142857,15.0,0.06641399416909621,0.0,2.0,0.325,0.071,0.046,0.249,0.396,0.188,0.049,50.0,35.0,9.0,1.0,6.0,82.0,0.232,0.289,0.36,0.648,25.0,25.0,7.0,5.6,1.0,,1.0,1.0,52.0
0,Carlos Santana,,2396,467793.0,38,301.0,266.0,210.0,58.0,0.19140000000000001,32.0,0.10571428571428572,1.0,2.0,0.283,0.062,0.066,0.22,0.306,0.31,0.037,59.0,39.0,11.0,1.0,9.0,100.0,0.223,0.309,0.367,0.675,32.0,34.0,3.4,3.0,0.0,1B,1.0,1.67,67.0
0,Tyler Locklear,ARI,31396,682988.0,24,268.0,238.0,154.0,85.0,0.316969696969697,20.0,0.07645021645021645,1.0,9.0,0.333,0.087,0.071,0.236,0.338,0.228,0.042,51.0,31.0,11.0,1.0,9.0,94.0,0.215,0.3,0.374,0.674,30.0,30.0,6.8,5.7,1.0,1B,1.0,1.71,60.0
0,Alex Verdugo,,,657077.0,28,237.0,217.0,181.0,37.0,0.15636013986013986,18.0,0.07496503496503497,1.0,1.0,0.276,0.05018248175182482,0.06386861313868614,0.25821167883211676,0.3604014598540146,0.23905109489051096,0.028284671532846715,50.0,34.0,11.0,1.0,4.0,76.0,0.23,0.292,0.348,0.64,26.0,23.0,2.0,1.2,1.0,,1.0,1.0,53.0
0,Michael Conforto,,16376,624424.0,32,295.0,258.0,186.0,73.0,0.24731599999999998,31.0,0.10485714285714286,1.0,5.0,0.309,0.1,0.075,0.243,0.283,0.256,0.043,57.0,36.0,12.0,1.0,9.0,99.0,0.223,0.317,0.378,0.695,31.0,31.0,1.8,1.4,0.0,OF,1.0,1.19,66.0
0,Braxton Fulford,COL,29704,690924.0,26,181.0,163.0,114.0,49.0,0.2733333333333333,12.0,0.06476190476190477,0.0,6.0,0.33,0.06,0.04,0.25,0.35,0.25,0.05,37.0,26.0,7.0,1.0,4.0,60.0,0.23,0.306,0.357,0.663,19.0,18.0,3.9,2.8,1.0,,1.0,1.0,40.0
0,Randal Grichuk,KC,10243,545341.0,33,190.0,175.0,138.0,38.0,0.20036399999999996,12.0,0.06371428571428571,1.0,2.0,0.326,0.109,0.06,0.228,0.27,0.304,0.029,45.0,27.0,10.0,1.0,7.0,79.0,0.257,0.31,0.45,0.759,23.0,24.0,1.1,0.5,1.0,,1.0,1.0,42.0
0,Jorge Mateo,BAL,17273,622761.0,29,201.0,187.0,138.0,49.0,0.24400000000000002,12.0,0.05942857142857143,0.0,2.0,0.295,0.045,0.073,0.232,0.338,0.257,0.055,41.0,28.0,9.0,1.0,4.0,76.0,0.218,0.271,0.33,0.601,25.0,22.0,19.1,16.5,3.0,,1.0,1.0,45.0
0,Starling Marte,,9241,516782.0,36,254.0,230.0,174.0,57.0,0.22522799999999998,18.0,0.06902857142857144,1.0,6.0,0.331,0.076,0.065,0.246,0.346,0.194,0.072,58.0,40.0,10.0,1.0,6.0,92.0,0.25,0.318,0.381,0.699,28.0,30.0,6.2,5.0,1.0,UT,1.0,1.09,56.0
0,LaMonte Wade Jr.,,,664774.0,31,225.0,192.0,143.0,50.0,0.22130182133564613,29.0,0.1273993309379259,1.0,3.0,0.3,0.08265582655826559,0.07181571815718157,0.27371273712737126,0.23306233062330622,0.2845528455284553,0.05420054200542006,43.0,31.0,8.0,0.0,5.0,66.0,0.223,0.333,0.337,0.669,22.0,21.0,1.8,1.5,0.0,,1.0,1.0,50.0
0,Nacho Alvarez,ATL,31765,805373.0,21,201.0,174.0,126.0,48.0,0.236768,23.0,0.11257142857142857,0.0,5.0,0.304,0.026,0.057,0.284,0.289,0.286,0.057,38.0,29.0,7.0,0.0,2.0,57.0,0.221,0.327,0.308,0.635,19.0,18.0,5.5,4.5,1.0,,1.0,1.0,45.0
0,Santiago Espinal,CIN,19997,669289.0,30,186.0,173.0,148.0,25.0,0.1356,12.0,0.06628571428571428,0.0,1.0,0.292,0.023,0.045,0.267,0.312,0.302,0.05,43.0,32.0,8.0,0.0,3.0,63.0,0.25,0.303,0.35,0.653,19.0,21.0,4.1,3.4,1.0,,1.0,1.0,41.0
0,Jose Iglesias,,10231,578428.0,35,171.0,158.0,130.0,28.0,0.163992,10.0,0.05715714285714286,0.0,3.0,0.339,0.03,0.038,0.26,0.388,0.194,0.09,44.0,32.0,9.0,0.0,3.0,64.0,0.28,0.333,0.398,0.731,19.0,19.0,2.6,1.8,1.0,,1.0,1.0,38.0
0,Andres Chaparro,WSH,21797,665953.0,25,276.0,251.0,189.0,63.0,0.2288,20.0,0.07411142857142858,1.0,4.0,0.283,0.078,0.074,0.186,0.303,0.317,0.043,53.0,33.0,11.0,1.0,9.0,94.0,0.213,0.281,0.368,0.649,28.0,32.0,2.1,1.8,0.0,1B,1.0,1.0,61.0
0,Gio Urshela,,,570482.0,33,190.0,179.0,145.0,34.0,0.1765683615819209,10.0,0.05501210653753027,0.0,0.0,0.324,0.040756914119359534,0.050946142649199416,0.2867540029112082,0.3609898107714702,0.22707423580786026,0.033478893740902474,47.0,35.0,9.0,1.0,3.0,65.0,0.264,0.306,0.364,0.67,20.0,20.0,0.7,0.4,0.0,,1.0,1.0,42.0
0,Jon Berti,,,542932.0,35,158.0,146.0,111.0,35.0,0.21941068139963166,10.0,0.06615627466456196,0.0,1.0,0.365,0.040632054176072234,0.033860045146726865,0.28893905191873587,0.39503386004514673,0.1670428893905192,0.0744920993227991,41.0,32.0,5.0,1.0,2.0,60.0,0.279,0.332,0.375,0.707,20.0,17.0,10.5,7.9,3.0,,1.0,1.0,35.0
0,Travis d'Arnaud,LAA,7739,518595.0,36,165.0,150.0,104.0,47.0,0.286052,11.0,0.06656000000000001,0.0,3.0,0.327,0.105,0.073,0.221,0.323,0.239,0.04,34.0,20.0,7.0,0.0,6.0,60.0,0.225,0.29,0.397,0.686,18.0,19.0,0.7,0.6,0.0,,1.0,1.0,37.0
0,Andrew McCutchen,,9847,457705.0,38,365.0,321.0,234.0,88.0,0.24120000000000003,40.0,0.10914285714285714,1.0,3.0,0.322,0.092,0.064,0.254,0.305,0.248,0.037,75.0,48.0,15.0,1.0,12.0,129.0,0.235,0.325,0.399,0.723,41.0,42.0,3.4,2.3,1.0,UT,1.0,2.56,81.0
0,Adam Frazier,,15223,624428.0,33,259.0,237.0,189.0,49.0,0.188216,17.0,0.06714285714285714,0.0,4.0,0.306,0.032,0.058,0.266,0.299,0.292,0.053,58.0,41.0,12.0,1.0,4.0,87.0,0.244,0.305,0.357,0.662,26.0,26.0,6.0,4.2,2.0,"2B, OF",1.0,0.58,58.0
0,Wilmer Flores,,5827,527038.0,33,182.0,165.0,133.0,32.0,0.177056,15.0,0.08,0.0,2.0,0.315,0.055,0.046,0.256,0.256,0.34,0.047,42.0,27.0,8.0,1.0,6.0,70.0,0.254,0.323,0.417,0.741,21.0,23.0,1.0,0.9,0.0,,1.0,1.0,40.0
0,Zac Veen,COL,27770,691728.0,23,247.0,226.0,165.0,61.0,0.2479880952380952,18.0,0.07265306122448979,1.0,3.0,0.332,0.069,0.069,0.242,0.328,0.238,0.054,55.0,35.0,11.0,1.0,8.0,101.0,0.243,0.305,0.405,0.711,29.0,29.0,14.6,12.0,3.0,,1.0,1.0,55.0
0,John Rave,KC,26284,670231.0,27,311.0,281.0,203.0,79.0,0.25352380952380954,28.0,0.09020408163265306,1.0,2.0,0.3,0.059,0.05,0.234,0.321,0.228,0.108,61.0,42.0,11.0,1.0,6.0,102.0,0.216,0.291,0.332,0.623,32.0,31.0,14.6,11.5,3.0,,1.0,1.0,69.0
0,Bryce Johnson,SD,20002,669369.0,29,155.0,141.0,108.0,34.0,0.2186411889596603,11.0,0.0678252957233849,0.0,3.0,0.297,0.04,0.025,0.258,0.303,0.24,0.133,32.0,25.0,5.0,0.0,3.0,49.0,0.226,0.292,0.316,0.608,15.0,15.0,6.8,5.7,1.0,,1.0,1.0,34.0
0,Mark Canha,,,592192.0,36,151.0,132.0,101.0,31.0,0.20178228782287821,14.0,0.08961518186610437,0.0,6.0,0.315,0.03877005347593583,0.058823529411764705,0.22459893048128343,0.35561497326203206,0.2807486631016043,0.04144385026737968,32.0,23.0,6.0,0.0,2.0,47.0,0.243,0.339,0.351,0.69,15.0,16.0,1.8,1.4,0.0,,1.0,1.0,34.0
0,Kyle Farmer,COL,14813,571657.0,34,157.0,142.0,107.0,35.0,0.224512,10.0,0.06542857142857143,0.0,4.0,0.331,0.063,0.072,0.247,0.283,0.276,0.059,36.0,23.0,7.0,1.0,4.0,57.0,0.25,0.317,0.401,0.718,16.0,16.0,1.8,0.8,1.0,,1.0,1.0,35.0
0,Rafael Flores,PIT,31991,804668.0,24,252.0,229.0,157.0,72.0,0.2847985212569316,21.0,0.08391338790599419,0.0,2.0,0.306,0.06,0.04,0.25,0.35,0.25,0.05,48.0,33.0,9.0,1.0,5.0,76.0,0.21,0.283,0.323,0.606,25.0,24.0,3.4,3.0,0.0,1B,1.0,1.0,56.0
0,Will J. Robertson,PIT,25467,683770.0,27,188.0,176.0,119.0,57.0,0.30533333333333335,9.0,0.04666666666666667,0.0,3.0,0.323,0.09,0.07,0.24,0.318,0.235,0.047,38.0,24.0,8.0,1.0,6.0,66.0,0.219,0.266,0.375,0.641,21.0,20.0,1.9,1.3,1.0,,1.0,1.0,42.0
0,Michael Toglia,COL,25845,669911.0,26,165.0,148.0,92.0,57.0,0.34349999999999997,16.0,0.09536,0.0,0.0,0.355,0.124,0.071,0.25,0.256,0.269,0.03,33.0,18.0,7.0,1.0,7.0,63.0,0.22,0.296,0.418,0.713,18.0,20.0,2.4,1.9,1.0,,1.0,1.0,37.0
0,Jeimer Candelario,NYY,13621,600869.0,31,217.0,197.0,144.0,54.0,0.24939999999999998,16.0,0.074,1.0,3.0,0.305,0.081,0.063,0.215,0.327,0.268,0.047,44.0,27.0,10.0,1.0,7.0,76.0,0.222,0.289,0.382,0.671,24.0,25.0,2.4,1.7,1.0,,1.0,1.0,48.0
0,Warming Bernabel,COL,26536,682653.0,22,214.0,198.0,155.0,44.0,0.20465753424657535,13.0,0.05882583170254403,0.0,3.0,0.326,0.039,0.069,0.261,0.348,0.246,0.038,50.0,36.0,9.0,1.0,4.0,77.0,0.255,0.307,0.378,0.685,23.0,24.0,4.4,3.4,1.0,,1.0,1.0,48.0
0,Riley Adams,WSH,19864,656180.0,28,210.0,191.0,122.0,69.0,0.3293,14.0,0.06714285714285714,1.0,5.0,0.326,0.088,0.077,0.242,0.323,0.231,0.039,40.0,25.0,9.0,1.0,5.0,66.0,0.208,0.279,0.343,0.622,19.0,20.0,1.7,1.3,0.0,,1.0,1.0,47.0
0,Bryce Teodosio,LAA,29524,669326.0,25,184.0,171.0,119.0,52.0,0.2845267489711934,9.0,0.0490652557319224,0.0,4.0,0.289,0.047,0.038,0.218,0.343,0.268,0.086,34.0,25.0,6.0,0.0,4.0,59.0,0.201,0.256,0.301,0.557,20.0,17.0,11.6,9.6,2.0,,1.0,1.0,41.0
0,Tirso Ornelas,SD,22566,672359.0,25,266.0,242.0,191.0,52.0,0.19616539717083786,21.0,0.0806808642934867,1.0,2.0,0.308,0.062,0.06,0.25,0.328,0.249,0.052,59.0,39.0,11.0,1.0,7.0,95.0,0.242,0.309,0.386,0.695,29.0,29.0,4.8,3.4,1.0,,1.0,1.0,59.0
0,Bryce Eldridge,SF,33390,805811.0,20,356.0,325.0,217.0,108.0,0.30272592592592595,28.0,0.07945578231292516,1.0,3.0,0.299,0.06,0.04,0.25,0.35,0.25,0.05,65.0,45.0,12.0,1.0,7.0,103.0,0.2,0.27,0.309,0.579,34.0,36.0,3.5,3.1,0.0,UT,-1.54,1.08,79.0
