Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Dominic Freeberger",,0.0411,0.0569,0,5.7177,1,0,0,0,,1,4.686,1.0685,0.6764,0.6353,0.153778,0.6833,0.0284,0.0438,0.7016,6.3144,6.1497,1.02678,1.384,0.149723,0.145817,0.003905251622200012,0.269898,1.7518,0.294737,0.699897,0.403008,,5.91235,-0.0169353,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Dominic Freeberger","sa3023418",802683
"Zachary Redner","LAA",0.0384,0.063,0.0064,5.92218,0.8821,0.0251,0,0,,1,4.673,1.134,0.7007,0.65802,0.164444,0.623,0.0249,0.0436,0.6072,5.4648,5.607,0.974639,1.48,0.129938,0.133319,-0.0033811330795288086,0.283047,1.757,0.299731,0.691849,0.428605,,6.05831,-0.0169622,-0.0465713,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Zachary Redner","sa3067318",828412
"Pedro González",,0.0407,0.0573,0,5.77179,1,0,0,0,,1,4.686,1.1642,0.6869,0.64131,0.142444,0.6072,0.0284,0.0479,0.5177,4.6593,5.4648,0.852602,1.282,0.110478,0.129577,-0.019099444150924683,0.288819,1.7714,0.303124,0.689895,0.470005,,5.91681,-0.0169846,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Pedro Gonzalez","sa3002617",673358
"Yunior Thibo",,0.0408,0.0573,0,5.78628,1,0,0,0,,1,4.675,1.1242,0.6855,0.64292,0.153333,0.6204,0.0284,0.0476,0.6072,5.4648,5.5836,0.978723,1.38,0.129882,0.132706,-0.0028235316276550293,0.280559,1.7446,0.299053,0.692252,0.42699,,5.91807,-0.0169984,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Yunior Thibo","sa3015217",692842
"Joshua Quezada","MIL",0.0408,0.0689,0.0242,5.72301,0.5951,0.0861,0,0,,1,4.634,1.1027,0.6776,0.63589,0.164333,0.5872,0.0165,0.0517,0.6378,5.7402,5.2848,1.08617,1.479,0.137635,0.126716,0.01091928780078888,0.276013,1.6899,0.293886,0.693435,0.416758,,5.91257,-0.016999,-0.0468911,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Joshua Quezada","sa3021789",808350
"Blake Hammond","ATH",0.0409,0.0661,0.0163,6.00084,0.6908,0.0658,0,0,,1,4.704,1.1035,0.7086,0.66676,0.162889,0.6774,0.0195,0.0453,0.6665,5.9985,6.0966,0.983909,1.466,0.141688,0.144005,-0.002317190170288086,0.277171,1.7809,0.298426,0.690534,0.410681,,6.08779,-0.017013,-0.0450226,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Blake Hammond","sa3033097",813768
"Rio Britton","ARI",0.0428,0.0583,0.0065,5.56479,0.8945,0.0225,0,0,,1,4.719,1.1081,0.6632,0.61831,0.123,0.7011,0.0255,0.0472,0.6474,5.8266,6.3099,0.923406,1.107,0.13719,0.14857,-0.011379525065422058,0.279069,1.8092,0.307815,0.700061,0.459816,,5.68424,-0.017015,-0.0452986,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Rio Britton","sa3023379",694833
"Jonathan Petit",,0.0407,0.0645,0.0139,5.76891,0.7518,0.0528,0,0,,1,4.654,1.1146,0.6828,0.64099,0.159,0.5837,0.021,0.066,0.6158,5.5422,5.2533,1.05499,1.431,0.132316,0.125419,0.006897285580635071,0.278351,1.6983,0.295897,0.688148,0.417569,,5.91964,-0.0170157,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jonathan Petit","sa3016842",686402
"Matthew Swain",,0.0408,0.0573,0,5.80923,1,0,0,0,,1,4.653,1.1049,0.6852,0.64547,0.165556,0.6055,0.0282,0.0442,0.6581,5.9229,5.4495,1.08687,1.49,0.141436,0.130131,0.011304542422294617,0.275997,1.7104,0.295424,0.693348,0.386,,5.92026,-0.0170226,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Matthew Swain","sa1170357",689117
"Jared Beck",,0.0418,0.0562,0,5.51043,1,0,0,0,,1,4.748,1.0307,0.6553,0.61227,0.133556,0.7877,0.0288,0.0533,0.7373,6.6357,7.0893,0.936016,1.202,0.155286,0.165901,-0.010614991188049316,0.263809,1.8184,0.295488,0.712936,0.427006,,5.91976,-0.017027,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jared Beck","sa3020571",805724
"Colby Langford","HOU",0.0432,0.0549,0,5.4558,1,0,0,0,,1,4.737,0.9565,0.6469,0.6062,0.142556,0.8381,0.0287,0.0602,0.8748,7.8732,7.5429,1.04379,1.283,0.184674,0.176926,0.00774751603603363,0.249173,1.7946,0.288495,0.719551,0.393483,,5.93366,-0.0170275,-0.0484269,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Colby Langford","sa3022800",815308
"Tyler Wehrle",,0.0409,0.0638,0.0129,5.74938,0.7708,0.0488,0,0,,1,4.613,1.1303,0.6799,0.63882,0.167778,0.5374,0.0214,0.0482,0.5753,5.1777,4.8366,1.07052,1.51,0.124713,0.116497,0.008215904235839844,0.280653,1.6677,0.293066,0.689414,0.405001,,5.92245,-0.0170467,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Tyler Wehrle","sa3019961",806332
"Alan Perdomo",,0.0409,0.0572,0,5.73876,1,0,0,0,,1,4.666,1.154,0.6823,0.63764,0.147889,0.584,0.0283,0.0532,0.523,4.707,5.256,0.895548,1.331,0.112087,0.125161,-0.01307329535484314,0.286438,1.738,0.299624,0.689569,0.45599,,5.92329,-0.017056,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Alan Perdomo","sa3006399",679595
"Santiago Florez",,0.0409,0.0571,0,5.77341,1,0,0,0,,1,4.662,1.0988,0.6821,0.64149,0.160667,0.6252,0.0283,0.0441,0.6541,5.8869,5.6268,1.04623,1.446,0.140305,0.134106,0.006199061870574951,0.275202,1.724,0.295202,0.695032,0.397998,,5.9235,-0.0170584,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Santiago Florez","sa3003026",672765
"Victor Mederos","LAA",1.4316,1.7062,0,4.55554,32,0,0,0.6554,,32,139.921,32.7967,17.4316,16.1975,4.50133,12.0727,0.8139,2.2261,25.3959,7.1426,3.39545,2.10358,1.266,0.181502,0.0862823,0.0952194482088089,0.261074,1.40217,0.29559,0.711422,0.438544,,4.71707,-0.0170755,-0.0180286,999,,,,,,,101.50000000000001,3.1718750000000004,107,3.34375,7.69,6.39,5.59,4.99,4.49,4.03,3.6,3.15,2.62,5.63,5.36,5.17,5.01,4.87,4.73,4.59,4.43,4.22,"Victor Mederos","31533",682989
"Reibyn Corona",,0.0408,0.0618,0.0088,5.74308,0.8417,0.0337,0,0,,1,4.668,1.0978,0.6801,0.63812,0.155556,0.6318,0.0237,0.0508,0.6402,5.7618,5.6862,1.0133,1.4,0.137147,0.135347,0.0017994940280914307,0.275455,1.7296,0.295407,0.694195,0.417004,,5.92476,-0.0170822,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Reibyn Corona","sa3009521",685473
"Kyle Roche","LAA",0.0387,0.0593,0,5.95206,1,0,0,0,,1,4.679,1.1162,0.7023,0.66134,0.169222,0.6358,0.0284,0.0461,0.655,5.895,5.7222,1.0302,1.523,0.139987,0.135884,0.004103437066078186,0.279252,1.752,0.29846,0.692831,0.404736,,6.07073,-0.0170872,-0.0465617,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Kyle Roche","sa3067135",828314
"Brody Jessee","CIN",0.0388,0.0631,0.0058,6.05493,0.8714,0.0274,0,0,,1,4.679,1.1221,0.7135,0.67277,0.184889,0.5876,0.0246,0.0736,0.6513,5.8617,5.2884,1.10841,1.664,0.139196,0.125582,0.01361401379108429,0.279282,1.7097,0.294571,0.686629,0.4041,,6.21969,-0.0171006,-0.0417996,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Brody Jessee","sa3020447",689297
"Calvin Bickerstaff","BOS",0.04,0.0604,0.004,6.01902,0.9217,0.0167,0,0,,1,4.698,1.1366,0.7108,0.66878,0.158333,0.6324,0.0262,0.0476,0.6269,5.6421,5.6916,0.991303,1.425,0.13344,0.13461,-0.0011707097291946411,0.282877,1.769,0.30261,0.683886,0.418112,,5.97967,-0.0171049,-0.0441559,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Calvin Bickerstaff","sa3025463",814810
"Camden Minacci","LAA",0.357,0.4274,0,4.56983,8,0,0,0.6554,,8,35.134,8.1408,4.3777,4.06207,1.08178,3.544,0.2132,0.3278,6.5494,7.36807,3.987,1.84802,1.217,0.186412,0.100871,0.08554106950759888,0.260404,1.4606,0.298718,0.718474,0.447492,,4.7076,-0.0171075,0.0209059,999,,,,,,,32.10000000000001,4.012500000000001,33,4.125,9.68,6.98,5.52,4.51,3.74,3.1,2.53,2,1.44,5.79,5.46,5.23,5.05,4.88,4.72,4.55,4.36,4.11,"Camden Minacci","sa3022728",695229
"Chris Mauloni",,0.0409,0.0571,0,5.75667,1,0,0,0,,1,4.671,1.0916,0.6806,0.63963,0.157889,0.6334,0.0283,0.0538,0.6599,5.9391,5.7006,1.04184,1.421,0.141276,0.135603,0.005673304200172424,0.27401,1.725,0.294917,0.694435,0.403002,,5.92949,-0.0171244,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Chris Mauloni","sa3014977",687422
"Euri Montero","WSN",0.0388,0.0592,0,5.76333,1,0,0,0,,1,4.669,1.1502,0.685,0.64037,0.147333,0.5947,0.0283,0.0587,0.5056,4.5504,5.3523,0.850177,1.326,0.108289,0.127372,-0.01908332109451294,0.286433,1.7449,0.298236,0.688858,0.455876,,5.99947,-0.0171269,-0.0455291,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Euri Montero","sa3015989",693759
"Dash Albus","KCR",0.0411,0.062,0.0098,5.79438,0.8285,0.0365,0,0,,1,4.707,1.1169,0.6857,0.64382,0.145667,0.6613,0.0236,0.0479,0.5949,5.3541,5.9517,0.899592,1.311,0.126386,0.140493,-0.014106646180152893,0.279379,1.7782,0.298177,0.693974,0.404109,,5.9666,-0.0171298,-0.0449307,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Dash Albus","sa3025855",822836
"Miguel Guerrero",,0.041,0.0571,0,5.7627,1,0,0,0,,1,4.64,1.094,0.6796,0.6403,0.167778,0.5993,0.0282,0.0446,0.6588,5.9292,5.3937,1.09928,1.51,0.141983,0.129159,0.01282326877117157,0.273767,1.6933,0.292228,0.695072,0.379008,,5.93035,-0.0171339,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Miguel Guerrero","sa3014872",696001
"Connery Peters",,0.0408,0.0572,0,5.78025,1,0,0,0,,1,4.701,1.0962,0.6846,0.64225,0.15,0.6666,0.0285,0.0553,0.6605,5.9445,5.9994,0.990849,1.35,0.140502,0.1418,-0.0012976080179214478,0.275489,1.7628,0.298618,0.694359,0.423011,,5.92984,-0.0171382,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Connery Peters","sa3023030",681553
"Zack Showalter","STL",0.0413,0.0611,0.0091,5.48694,0.8499,0.0319,0,0,,1,4.679,1.0312,0.6507,0.60966,0.143111,0.6936,0.024,0.0597,0.7429,6.6861,6.2424,1.07108,1.288,0.158773,0.148237,0.010536432266235352,0.262679,1.7248,0.292164,0.704585,0.404715,,5.76968,-0.0171702,-0.0484393,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Zack Showalter","sa3020959",701374
"Yovanny Cabrera",,0.0409,0.0571,0,5.73696,1,0,0,0,,1,4.71,1.0916,0.6808,0.63744,0.144333,0.6865,0.0286,0.0561,0.6531,5.8779,6.1785,0.951347,1.299,0.138662,0.145754,-0.0070912837982177734,0.275142,1.7781,0.298825,0.696242,0.43799,,5.93307,-0.0171738,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Yovanny Cabrera","sa3009640",687672
"Brayan Palencia","SFG",0.0405,0.0694,0.0258,5.56416,0.5877,0.0877,0,0,,1,4.557,1.1595,0.6596,0.61824,0.161556,0.4373,0.0159,0.0441,0.5547,4.9923,3.9357,1.26847,1.454,0.121725,0.0959622,0.02576257288455963,0.284498,1.5968,0.297065,0.683777,0.415242,,5.57016,-0.0171954,-0.0497782,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Brayan Palencia","sa3016011",696037
"Cade Vernon","SFG",0.0407,0.0573,0,5.46102,1,0,0,0,,1,4.66,1.1305,0.6524,0.60678,0.129,0.5952,0.0283,0.048,0.5868,5.2812,5.3568,0.985887,1.161,0.125923,0.127725,-0.001802593469619751,0.281443,1.7257,0.303393,0.694648,0.47882,,5.56814,-0.017212,-0.0498156,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Cade Vernon","sa3044462",827293
"Brailin Rodriguez",,0.0408,0.0572,0,5.79618,1,0,0,0,,1,4.669,1.096,0.6844,0.64402,0.161556,0.625,0.0283,0.052,0.6615,5.9535,5.625,1.0584,1.454,0.141679,0.133862,0.007817521691322327,0.274549,1.721,0.294876,0.69346,0.394007,,5.94336,-0.0172773,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Brailin Rodriguez","sa3009238",683637
"Jake Curtis","CHW",0.0383,0.0634,0.0068,5.94405,0.8722,0.0272,0,0,,1,4.656,1.1179,0.6995,0.66045,0.184111,0.5942,0.0246,0.0422,0.6279,5.6511,5.3478,1.05671,1.657,0.134858,0.12762,0.00723797082901001,0.278112,1.7121,0.291119,0.696259,0.3743,,6.18198,-0.0172982,-0.0474866,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jake Curtis","sa3067491",813268
"Delvis Alegre",,0.0407,0.0573,0,5.78457,1,0,0,0,,1,4.697,1.1235,0.6867,0.64273,0.146778,0.6574,0.0285,0.0417,0.5978,5.3802,5.9166,0.90934,1.321,0.127273,0.139962,-0.012688949704170227,0.281023,1.7809,0.300223,0.694549,0.443998,,5.94495,-0.0173048,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Delvis Alegre","sa3006352",677590
"RJ Petit","COL",2.4211,2.9719,0,4.92808,55,0,0,9.2428,,55,242.826,59.229,32.2104,30.116,8.085,21.6989,1.4735,2.7583,46.6512,7.63383,3.55073,2.14993,1.323,0.192118,0.0893599,0.10275793820619583,0.271234,1.47142,0.312554,0.699875,0.435132,,4.68376,-0.0173077,0.104651,999,,,,,,,210.20000000000002,3.8218181818181822,226,4.109090909090909,7.58,6.57,5.93,5.43,5,4.61,4.22,3.81,3.3,6.13,5.8,5.58,5.4,5.23,5.07,4.9,4.71,4.46,"RJ Petit","sa3017848",696275
"Yenfri Sosa","KCR",0.0412,0.0569,0,5.7519,1,0,0,0,,1,4.771,1.0753,0.6822,0.6391,0.131889,0.7817,0.029,0.0452,0.6732,6.0588,7.0353,0.8612,1.187,0.141102,0.163844,-0.022741571068763733,0.272635,1.857,0.300544,0.702482,0.420079,,5.98399,-0.0173118,-0.0449211,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Yenfri Sosa","sa3017823",702374
"Nolan Martinez",,0.0406,0.0641,0.0132,5.82021,0.7708,0.0488,0,0,,1,4.655,1.144,0.6897,0.64669,0.158444,0.5818,0.0216,0.045,0.5636,5.0724,5.2362,0.968718,1.426,0.121074,0.124984,-0.003909766674041748,0.283998,1.7258,0.298097,0.688906,0.429995,,5.94811,-0.0173298,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Nolan Martinez","sa917988",669228
"Drew Pestka","CIN",0.0392,0.0588,0,6.07599,1,0,0,0,,1,4.76,1.1105,0.719,0.67511,0.162889,0.7297,0.0289,0.0482,0.6716,6.0444,6.5673,0.920378,1.466,0.141092,0.153298,-0.012205898761749268,0.278873,1.8402,0.301057,0.695466,0.442034,,6.24319,-0.0173478,-0.0417996,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Drew Pestka","sa3024451",814102
"Julio Bonilla",,0.0407,0.0573,0,5.81166,1,0,0,0,,1,4.704,1.0793,0.6867,0.64574,0.155,0.6862,0.0285,0.0483,0.7019,6.3171,6.1758,1.02288,1.395,0.149213,0.145876,0.003337576985359192,0.271898,1.7655,0.296954,0.696674,0.401002,,5.94984,-0.0173587,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Julio Bonilla","sa3011372",691083
"Jacob Edwards","CIN",0.0395,0.0585,0,5.97825,1,0,0,0,,1,4.762,1.1317,0.7083,0.66425,0.159222,0.711,0.0289,0.0462,0.6161,5.5449,6.399,0.866526,1.433,0.129378,0.149307,-0.01992860436439514,0.282586,1.8427,0.301125,0.700338,0.439464,,6.24443,-0.0173608,-0.0417996,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jacob Edwards","sa3020491",806652
"Erick Pinales",,0.0409,0.0571,0,5.76828,1,0,0,0,,1,4.693,1.077,0.682,0.64092,0.155222,0.6787,0.0285,0.0466,0.6893,6.2037,6.1083,1.01562,1.397,0.146878,0.14462,0.00225868821144104,0.271442,1.7557,0.295141,0.697938,0.402995,,5.95033,-0.0173641,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Erick Pinales","sa3007963",679026
"D.J. Carpenter","STL",0.0411,0.057,0,5.53941,1,0,0,0,,1,4.673,1.0656,0.6571,0.61549,0.144333,0.6709,0.0284,0.0444,0.685,6.165,6.0381,1.02102,1.299,0.146587,0.143569,0.003017336130142212,0.269247,1.7365,0.294488,0.703452,0.411716,,5.78737,-0.0173698,-0.0484393,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"D.J. Carpenter","sa3020444",681884
"Ryan Vanderhei","SFG",0.0409,0.0571,0,5.43267,1,0,0,0,,1,4.64,1.0992,0.6472,0.60363,0.137,0.5936,0.0282,0.0497,0.6313,5.6817,5.3424,1.06351,1.233,0.136056,0.127931,0.008125007152557373,0.275027,1.6928,0.298042,0.696602,0.447597,,5.58344,-0.0173775,-0.0498063,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Ryan Vanderhei","sa3023671",687864
"Michael Valera",,0.0407,0.0573,0,5.79357,1,0,0,0,,1,4.717,1.101,0.6871,0.64373,0.145778,0.6917,0.0286,0.0478,0.6484,5.8356,6.2253,0.937401,1.312,0.13746,0.14664,-0.009179562330245972,0.276807,1.7927,0.300071,0.695954,0.435998,,5.95195,-0.0173819,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Michael Valera","sa3011862",691995
"Jake Schrand",,0.0406,0.062,0.0087,5.84154,0.845,0.033,0,0,,1,4.644,1.1116,0.6888,0.64906,0.169556,0.5895,0.0237,0.0429,0.6417,5.7753,5.3055,1.08855,1.526,0.138178,0.126938,0.011240318417549133,0.277096,1.7011,0.294357,0.691593,0.38401,,5.95316,-0.0173953,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jake Schrand","sa3016938",680801
"Morris Austin","CHW",0.0387,0.0593,0,5.92047,1,0,0,0,,1,4.713,1.0986,0.6988,0.65783,0.167889,0.6679,0.0286,0.0578,0.6507,5.8563,6.0111,0.974248,1.511,0.138065,0.141714,-0.003649502992630005,0.275525,1.7665,0.293719,0.69718,0.401432,,6.19339,-0.0174104,-0.047477,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Morris Austin","sa3022955",809459
"Joan Gonzalez","SDP",0.0414,0.0566,0,5.63868,1,0,0,0,,1,4.645,1.0829,0.667,0.62652,0.161,0.6158,0.0282,0.0512,0.6637,5.9733,5.5422,1.07778,1.449,0.142885,0.132573,0.01031215488910675,0.272222,1.6987,0.29236,0.700265,0.401005,,5.90174,-0.0174161,-0.0496723,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Joan Gonzalez","sa3022860",802993
"Franyer Herrera","NYY",0.0429,0.0593,0.0088,5.59899,0.8574,0.0304,0,0,,1,4.694,1.0663,0.6625,0.62211,0.163111,0.6707,0.0243,0.0449,0.6895,6.2055,6.0363,1.02803,1.468,0.14689,0.142885,0.004005104303359985,0.268022,1.737,0.288948,0.712229,0.388625,,6.02338,-0.0174398,-0.0499656,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Franyer Herrera","sa3019520",800471
"Davidxon Lara","LAA",0.0386,0.0594,0,5.95305,1,0,0,0,,1,4.69,1.14,0.7046,0.66145,0.162333,0.6343,0.0285,0.0458,0.5912,5.3208,5.7087,0.932051,1.461,0.126055,0.135245,-0.009189769625663757,0.284296,1.7743,0.300232,0.691452,0.433572,,6.10337,-0.0174417,-0.0465617,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Davidxon Lara","sa3022127",808154
"Matt Wyatt",,0.0408,0.0572,0,5.75091,1,0,0,0,,1,4.724,1.1026,0.6837,0.63899,0.139889,0.7055,0.0287,0.0467,0.6263,5.6367,6.3495,0.887739,1.259,0.132578,0.149344,-0.01676546037197113,0.277607,1.8081,0.300321,0.697408,0.454011,,5.95769,-0.0174453,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Matt Wyatt","sa3020832",687993
"Holt Jones","MIA",0.0393,0.0587,0,5.73444,1,0,0,0,,1,4.719,1.0632,0.6794,0.63716,0.144556,0.705,0.0286,0.0686,0.6972,6.2748,6.345,0.988936,1.301,0.147743,0.149396,-0.0016528964042663574,0.269478,1.7682,0.295989,0.695354,0.420234,,5.94076,-0.0174513,-0.0449574,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Holt Jones","sa3017368",695366
"Bailey Reid",,0.0408,0.0573,0,5.80095,1,0,0,0,,1,4.719,1.0642,0.6856,0.64455,0.152111,0.713,0.0286,0.0538,0.7264,6.5376,6.417,1.01879,1.369,0.153931,0.151091,0.002839595079421997,0.269268,1.7772,0.296741,0.697845,0.401998,,5.96018,-0.0174727,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Bailey Reid","sa3014867",690232
"Shane Telfer",,0.0413,0.0567,0,5.66658,1,0,0,0,,1,4.701,1.0798,0.6706,0.62962,0.151,0.6846,0.0285,0.0463,0.6646,5.9814,6.1614,0.970786,1.359,0.141374,0.145629,-0.0042544156312942505,0.271983,1.7644,0.294437,0.704314,0.395998,,5.96164,-0.0174888,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Shane Telfer","sa3022736",801841
"Wander Arias",,0.0404,0.0673,0.0185,5.78646,0.6636,0.0716,0,0,,1,4.651,1.1156,0.685,0.64294,0.160778,0.584,0.0183,0.0624,0.6013,5.4117,5.256,1.02962,1.447,0.129284,0.125564,0.003719627857208252,0.27858,1.6996,0.294469,0.688092,0.418001,,5.96185,-0.0174911,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Wander Arias","sa3011440",691429
"Anyelo Ovando","LAA",0.0388,0.0593,0,5.92812,1,0,0,0,,1,4.708,1.1004,0.7007,0.65868,0.161889,0.669,0.0286,0.0632,0.6636,5.9724,6.021,0.991928,1.457,0.140952,0.142099,-0.0011469870805740356,0.276774,1.7694,0.297911,0.692722,0.418638,,6.10909,-0.0175038,-0.0465617,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Anyelo Ovando","sa3015996",694041
"Yadiel Batista","STL",0.0417,0.0673,0.0249,5.51205,0.6174,0.0814,0,0,,1,4.627,1.1352,0.6548,0.61245,0.149444,0.5533,0.0171,0.0445,0.536,4.824,4.9797,0.968733,1.345,0.115842,0.119581,-0.0037389248609542847,0.281743,1.6885,0.294805,0.698787,0.416703,,5.79931,-0.0175045,-0.0484393,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Yadiel Batista","sa3021558",810098
"Cesar Aquino","PIT",0.0391,0.0631,0.0082,5.90202,0.8549,0.0309,0,0,,1,4.687,1.164,0.699,0.65578,0.149556,0.5969,0.0242,0.0471,0.5383,4.8447,5.3721,0.901826,1.346,0.11485,0.127352,-0.012502670288085938,0.287905,1.7609,0.302355,0.684425,0.430657,,5.93476,-0.0175233,-0.0442872,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Cesar Aquino","sa3024469",823714
"Montana Semmel",,0.0406,0.0629,0.0103,5.80572,0.812,0.04,0,0,,1,4.679,1.0996,0.6869,0.64508,0.157444,0.6413,0.0229,0.0505,0.6447,5.8023,5.7717,1.0053,1.417,0.137786,0.137059,0.0007266402244567871,0.275782,1.7409,0.295805,0.693203,0.41301,,5.96791,-0.017548,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Montana Semmel","sa3011751",687512
"Camilo Hernandez","ATH",0.041,0.0571,0,5.98761,1,0,0,0,,1,4.737,1.1363,0.7103,0.66529,0.148222,0.6968,0.0287,0.046,0.5762,5.1858,6.2712,0.826923,1.334,0.121638,0.147097,-0.02545914798974991,0.284487,1.8331,0.302185,0.690704,0.455429,,6.13803,-0.0175567,-0.0450226,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Camilo Hernandez","sa3018899",804876
