,Unnamed: 0,Player,Yahoo,ESPN,Team
117,117,Kenley Jansen,80.0,34.0,LAA
118,118,Trevor Rogers,80.0,75.0,BAL
119,119,Luis Arraez,80.0,95.0,SD
120,120,Nick Lodolo,79.0,58.0,l c
121,121,Spencer Torkelson,79.0,63.0,DET
122,122,Gleyber Torres,79.0,86.0,DET
123,123,Aaron Nola,79.0,68.0,PHI
124,124,David Bednar,79.0,56.0,NYY
125,125,Merrill Kelly,78.0,74.0,TEX
126,126,Andrew Abbott,78.0,70.0,CIN
127,127,Shane Bieber,78.0,61.0,TOR
128,128,J.T. Realmuto,77.0,40.0,PHI
129,129,Sandy Alcantara,76.0,57.0,MIA
130,130,Nolan McLean,76.0,64.0,NYM
131,131,Christian Walker,76.0,48.0,HOU
132,132,Jurickson Profar,76.0,62.0,ATL
133,133,Devin Williams,75.0,65.0,NYY
134,134,Andy Pages,75.0,52.0,LAD
135,135,Jack Flaherty,75.0,66.0,DET
136,136,Jorge Polanco,74.0,56.0,SEA
137,137,Quinn Priester,74.0,56.0,MIL
138,138,Jordan Westburg,73.0,47.0,BAL
139,139,Gavin Williams,73.0,44.0,CLE
140,140,Ryan Pepiot,73.0,45.0,TB
141,141,Ryan Walker,72.0,63.0,SF
142,142,Bryan Reynolds,72.0,52.0,PIT
143,143,Tanner Scott,71.0,58.0,LAD
144,144,Matthew Boyd,71.0,67.0,CHC
145,145,Brady Singer,70.0,52.0,CIN
146,146,Jackson Holliday,70.0,40.0,BAL
147,147,Cade Smith,70.0,44.0,CLE
148,148,Ben Rice,70.0,48.0,NYY
149,149,Emilio Pagan,70.0,49.0,CIN
150,150,Agustin Ramirez,69.0,54.0,MIA
151,151,Heliot Ramos,69.0,27.0,SF
152,152,Michael Busch,69.0,37.0,CHC
153,153,Bryson Stott,69.0,66.0,PHI
154,154,Ivan Herrera,68.0,45.0,STL
155,155,Marcell Ozuna,68.0,58.0,ATL
156,156,Adley Rutschman,68.0,72.0,BAL
157,157,Alec Bohm,68.0,65.0,PHI
158,158,Mark Vientos,67.0,30.0,NYM
159,159,Jacob Wilson,66.0,72.0,OAK
160,160,Ceddanne Rafaela,65.0,36.0,BOS
161,161,Emmet Sheehan,65.0,45.0,LAD
162,162,Jacob Misiorowski,64.0,52.0,MIL
163,163,Casey Mize,64.0,48.0,DET
164,164,Bailey Ober,64.0,56.0,MIN
165,165,Nick Castellanos,64.0,57.0,PHI
166,166,Xavier Edwards,63.0,22.0,MIA
167,167,Carlos Correa,62.0,54.0,HOU
168,168,Xander Bogaerts,62.0,63.0,SD
169,169,Ryan Helsley,61.0,66.0,NYM
170,170,Jo Adell,61.0,20.0,LAA
171,171,Bryce Miller,61.0,55.0,SEA
172,172,Kyle Finnegan,60.0,29.0,DET
173,173,Kyle Bradish,60.0,34.0,BAL
174,174,Max Muncy,59.0,42.0,LAD
175,175,Noah Cameron,59.0,45.0,KC
176,176,Yusei Kikuchi,59.0,60.0,l c
177,177,Luis Gil,58.0,37.0,NYY
178,178,Royce Lewis,58.0,24.0,MIN
179,179,Brendan Donovan,57.0,75.0,STL
180,180,Brenton Doyle,57.0,23.0,COL
181,181,Cam Schlittler,57.0,29.0,NYY
182,182,Brandon Pfaadt,56.0,58.0,ARI
183,183,Kerry Carpenter,56.0,42.0,DET
184,184,Bryan Abreu,56.0,33.0,HOU
185,185,Matt McLain,56.0,39.0,CIN
186,186,Anthony Volpe,56.0,32.0,NYY
187,187,Brayan Bello,56.0,34.0,BOS
188,188,Clay Holmes,56.0,46.0,NYM
189,189,Clayton Kershaw,56.0,32.0,LAD
190,190,Cade Horton,56.0,32.0,l c
191,191,Jakob Marsee,55.0,27.0,MIA
192,192,Trent Grisham,55.0,41.0,NYY
193,193,Lucas Giolito,54.0,32.0,BOS
194,194,Paul Goldschmidt,52.0,45.0,NYY
195,195,Isaac Paredes,52.0,61.0,HOU
196,196,Parker Messick,51.0,24.0,CLE
197,197,Spencer Steer,51.0,46.0,CIN
198,198,Austin Wells,51.0,33.0,NYY
199,199,Will Vest,51.0,22.0,DET
200,200,Luis Garcia,50.0,34.0,WSH
201,201,TJ Friedl,50.0,28.0,CIN
202,202,Giancarlo Stanton,49.0,21.0,NYY
203,203,Logan O'Hoppe,49.0,27.0,LAA
204,204,Adolis Garcia,48.0,39.0,TEX
205,205,Hurston Waldrep,48.0,34.0,ATL
206,206,Justin Verlander,48.0,22.0,SF
207,207,Yu Darvish,48.0,21.0,SD
208,208,Ramon Laureano,48.0,23.0,l c
209,209,David Peterson,47.0,37.0,NYM
210,210,Eury Perez,47.0,21.0,MIA
211,211,Luke Keaschall,47.0,19.0,l c
212,212,Alec Burleson,47.0,43.0,STL
213,213,Max Scherzer,47.0,19.0,TOR
214,214,Jameson Taillon,46.0,21.0,CHC
215,215,Tyler Mahle,46.0,32.0,TEX
216,216,Jack Leiter,46.0,18.0,TEX
217,217,Drake Baldwin,46.0,32.0,ATL
218,218,Abner Uribe,45.0,33.0,MIL
219,219,Tommy Edman,45.0,56.0,LAD
220,220,Shane Baz,45.0,29.0,TB
221,221,Sal Frelick,44.0,38.0,MIL
222,222,Nolan Arenado,44.0,68.0,STL
223,223,Jonathan Aranda,43.0,13.0,TB
224,224,Ryne Nelson,43.0,22.0,ARI
225,225,Anthony Santander,43.0,48.0,TOR
226,226,Zach McKinstry,43.0,28.0,DET
227,227,Cedric Mullins II,42.0,32.0,NYM
228,228,Dennis Santana,42.0,13.0,PIT
229,229,Will Warren,42.0,20.0,NYY
230,230,Dylan Crews,42.0,18.0,WSH
231,231,Joey Cantillo,41.0,11.0,CLE
232,232,Wilyer Abreu,41.0,36.0,BOS
233,233,Colson Montgomery,41.0,19.0,CWS
234,234,Ezequiel Tovar,40.0,15.0,COL
235,235,Slade Cecconi,40.0,24.0,CLE
236,236,Josh Lowe,40.0,8.0,TB
237,237,Alejandro Kirk,40.0,54.0,TOR
238,238,Daylen Lile,40.0,21.0,WSH
239,239,Zack Littell,40.0,28.0,CIN
240,240,Harrison Bader,39.0,14.0,PHI
241,241,Michael Wacha,39.0,19.0,KC
242,242,Jasson Dominguez,38.0,14.0,NYY
243,243,Mitch Keller,38.0,50.0,PIT
244,244,Chandler Simpson,38.0,17.0,TB
245,245,Daniel Palencia,38.0,14.0,CHC
246,246,Connelly Early,38.0,15.0,BOS
247,247,Mickey Moniak,37.0,18.0,COL
248,248,Luis Morales,36.0,17.0,OAK
249,249,Bubba Chandler,36.0,15.0,PIT
250,250,Otto Lopez,36.0,30.0,MIA
251,251,Noelvi Marte,36.0,29.0,CIN
252,252,Jeffrey Springs,35.0,13.0,OAK
253,253,Gabriel Moreno,35.0,34.0,ARI
254,254,Jung Hoo Lee,35.0,72.0,SF
255,255,Edward Cabrera,35.0,20.0,MIA
256,256,Caleb Durbin,34.0,19.0,MIL
257,257,Jake Burger,33.0,24.0,TEX
258,258,Nathaniel Lowe,33.0,17.0,BOS
259,259,Matt Shaw,32.0,19.0,CHC
260,260,Jose A. Ferrer,32.0,11.0,WSH
261,261,Josh Jung,32.0,8.0,TEX
262,262,Colton Cowser,32.0,7.0,BAL
263,263,Addison Barger,31.0,21.0,TOR
264,264,Ryan O'Hearn,31.0,19.0,SD
265,265,Trey Yesavage,29.0,9.0,TOR
266,266,Andres Gimenez,29.0,35.0,TOR
267,267,Lenyn Sosa,29.0,12.0,CWS
268,268,Sean Manaea,29.0,22.0,NYM
269,269,Tyler O'Neill,29.0,8.0,BAL
270,270,Shawn Armstrong,28.0,9.0,TEX
271,271,JoJo Romero,28.0,9.0,STL
272,272,Jonathan India,28.0,40.0,KC
273,273,Tyler Wells,28.0,16.0,BAL
274,274,Adrian Houser,27.0,19.0,TB
275,275,Luke Weaver,27.0,26.0,NYY
276,276,Luis Severino,27.0,15.0,OAK
277,277,Ryan McMahon,27.0,5.0,NYY
278,278,Chase Burns,26.0,14.0,CIN
279,279,Ernie Clement,26.0,43.0,TOR
280,280,Brandon Sproat,26.0,10.0,NYM
281,281,Jared Triolo,26.0,6.0,PIT
282,282,Colin Rea,25.0,9.0,CHC
283,283,Ha-Seong Kim,25.0,8.0,ATL
284,284,Walker Buehler,25.0,15.0,PHI
285,285,Jose Caballero,25.0,11.0,NYY
286,286,Bryce Elder,25.0,9.0,ATL
287,287,Kyle Teel,24.0,6.0,CWS
288,288,Willi Castro,24.0,20.0,CHC
289,289,Jonah Tong,24.0,11.0,NYM
290,290,Camilo Doval,24.0,13.0,NYY
291,291,Ronny Henriquez,24.0,12.0,MIA
292,292,Adrian Morejon,24.0,7.0,SD
293,293,Andrew Kittredge,24.0,10.0,CHC
294,294,Stephen Kolek,23.0,10.0,KC
295,295,Tyler Stephenson,23.0,22.0,CIN
296,296,Jeremiah Jackson,23.0,10.0,BAL
297,297,Jason Alexander,23.0,7.0,HOU
298,298,Brad Keller,23.0,9.0,CHC
299,299,Cristian Javier,23.0,6.0,HOU
300,300,Ryan Mountcastle,23.0,4.0,BAL
301,301,Carson Kelly,22.0,40.0,CHC
302,302,Taj Bradley,22.0,30.0,MIN
303,303,Andrew Vaughn,22.0,13.0,MIL
304,304,Charlie Morton,22.0,7.0,ATL
305,305,Ian Seymour,22.0,5.0,TB
306,306,Shane Smith,21.0,10.0,CWS
307,307,Michael McGreevy,21.0,7.0,STL
308,308,Rhys Hoskins,20.0,6.0,MIL
309,309,Calvin Faucher,20.0,4.0,MIA
310,310,Kyle Manzardo,20.0,8.0,CLE
311,311,Jake Cronenworth,20.0,37.0,SD
312,312,Gavin Sheets,20.0,11.0,SD
313,313,Eric Lauer,20.0,9.0,TOR
314,314,Matthew Liberatore,20.0,16.0,STL
315,315,Josh Smith,19.0,14.0,l c
316,316,Tyler Rogers,19.0,10.0,NYM
317,317,Nick Martinez,19.0,21.0,CIN
318,318,Eduardo Rodriguez,19.0,6.0,ARI
319,319,Romy Gonzalez,19.0,7.0,BOS
320,320,Jeremiah Estrada,19.0,11.0,SD
321,321,Dean Kremer,19.0,7.0,BAL
322,322,Lars Nootbaar,18.0,27.0,STL
323,323,Hunter Gaddis,18.0,12.0,CLE
324,324,J.P. Crawford,18.0,11.0,SEA
325,325,Garrett Whitlock,18.0,7.0,BOS
326,326,Sal Stewart,18.0,3.0,CIN
327,327,Jordan Beck,18.0,6.0,COL
328,328,Matt Strahm,18.0,6.0,PHI
329,329,Francisco Alvarez,18.0,12.0,NYM
330,330,Daulton Varsho,17.0,12.0,TOR
331,331,Simeon Woods Richardson,17.0,4.0,MIN
332,332,Jac Caglianone,17.0,10.0,KC
333,333,Griffin Jax,17.0,16.0,TB
334,334,Tony Santillan,17.0,8.0,CIN
335,335,Michael Lorenzen,17.0,7.0,KC
336,336,Kristian Campbell,16.0,19.0,l c
337,337,Keegan Akin,16.0,4.0,BAL
338,338,Alex Vesia,16.0,7.0,LAD
339,339,Tomoyuki Sugano,15.0,8.0,BAL
340,340,Samuel Basallo,15.0,6.0,BAL
341,341,Cade Cavalli,15.0,5.0,WSH
342,342,Dillon Dingler,15.0,6.0,DET
343,343,Luis Rengifo,15.0,5.0,LAA
344,344,Jeff McNeil,14.0,11.0,NYM
345,345,Patrick Corbin,14.0,5.0,TEX
346,346,Brooks Lee,14.0,7.0,MIN
347,347,Brett Baty,14.0,4.0,l c
348,348,Ryan Jeffers,14.0,7.0,MIN
349,349,Robert Garcia,14.0,3.0,TEX
350,350,Victor Vodnik,14.0,3.0,COL
351,351,Javier Baez,14.0,16.0,DET
352,352,Michael Toglia,14.0,2.0,l c
353,353,Miguel Vargas,13.0,16.0,CWS
354,354,Jorge Soler,13.0,6.0,l c
355,355,Braxton Ashcraft,13.0,3.0,PIT
356,356,Isaac Collins,13.0,6.0,MIL
357,357,Logan Allen,13.0,4.0,CLE
358,358,Nolan Schanuel,13.0,11.0,LAA
359,359,Blaze Alexander,13.0,2.0,ARI
360,360,Otto Kemp,12.0,3.0,PHI
361,361,Zebby Matthews,12.0,3.0,MIN
362,362,Austin Hays,12.0,8.0,CIN
363,363,Mike Burrows,12.0,4.0,PIT
364,364,Jordan Leasure,12.0,3.0,CWS
365,365,Tyler Holton,11.0,2.0,DET
366,366,Cam Smith,11.0,6.0,HOU
367,367,Payton Tolle,11.0,5.0,BOS
368,368,Bryan King,11.0,5.0,HOU
369,369,Orion Kerkering,11.0,3.0,PHI
370,370,Kody Clemens,11.0,4.0,MIN
371,371,Chris Martin,11.0,3.0,l c
372,372,Matt Brash,11.0,4.0,SEA
373,373,Phil Maton,11.0,4.0,TEX
374,374,Chad Patrick,11.0,4.0,MIL
375,375,J.T. Ginn,11.0,2.0,OAK
376,376,Josh Bell,10.0,6.0,WSH
377,377,Victor Robles,10.0,2.0,SEA
378,378,Taijuan Walker,10.0,4.0,PHI
379,379,Brendon Little,10.0,4.0,TOR
380,380,Brandon Marsh,10.0,5.0,PHI
381,381,Austin Martin,9.0,1.0,MIN
382,382,Jared Koenig,9.0,3.0,MIL
383,383,Edwin Uceta,9.0,2.0,TB
384,384,Ryan Weathers,9.0,2.0,MIA
385,385,Jake Irvin,9.0,8.0,WSH
386,386,Kyle Hendricks,9.0,4.0,LAA
387,387,Miguel Andujar,9.0,6.0,CIN
388,388,Jake McCarthy,9.0,3.0,ARI
389,389,Wilmer Flores,9.0,13.0,SF
390,390,Fernando Cruz,9.0,3.0,NYY
391,391,Chris Paddack,8.0,3.0,DET
392,392,JJ Bleday,8.0,21.0,OAK
393,393,Blaine Crim,8.0,2.0,COL
394,394,Tommy Kahnle,8.0,3.0,DET
395,395,Gavin Lux,8.0,6.0,CIN
396,396,Bo Naylor,8.0,3.0,CLE
397,397,Dominic Canzone,8.0,2.0,SEA
398,398,Blake Treinen,8.0,3.0,LAD
399,399,Masataka Yoshida,8.0,3.0,BOS
400,400,Gabe Speier,8.0,2.0,SEA
401,401,Carlos Narvaez,8.0,5.0,BOS
402,402,Chase Meidroth,8.0,4.0,CWS
403,403,Joe Boyle,7.0,2.0,TB
404,404,Javier Assad,7.0,2.0,CHC
405,405,Jacob Latz,7.0,2.0,TEX
406,406,Riley O'Brien,7.0,1.0,STL
407,407,Kyle Harrison,7.0,2.0,BOS
408,408,Victor Scott II,7.0,4.0,STL
409,409,Parker Meadows,7.0,3.0,DET
410,410,Patrick Bailey,7.0,3.0,SF
411,411,Tyler Freeman,7.0,2.0,l c
412,412,Mike Yastrzemski,7.0,5.0,KC
413,413,Caleb Thielbar,7.0,2.0,CHC
414,414,Garrett Cleavinger,7.0,2.0,TB
415,415,Johan Oviedo,7.0,2.0,PIT
416,416,Joey Wentz,7.0,3.0,ATL
417,417,Miles Mikolas,7.0,3.0,STL
418,418,Andrew Saalfrank,7.0,1.0,ARI
419,419,Kumar Rocker,7.0,2.0,l c
420,420,Jordan Lawlar,6.0,2.0,ARI
421,421,Jake Meyers,6.0,3.0,l c
422,422,Connor Norby,6.0,3.0,MIA
423,423,Mitchell Parker,6.0,4.0,WSH
424,424,Tyler Fitzgerald,6.0,1.0,l c
425,425,Louis Varland,6.0,1.0,TOR
426,426,Jake Mangum,6.0,4.0,TB
427,427,Spencer Horwitz,6.0,9.0,PIT
428,428,Bryce Eldridge,6.0,2.0,SF
429,429,Davis Martin,6.0,2.0,CWS
430,430,Carson Williams,6.0,3.0,TB
431,431,Moises Ballesteros,6.0,2.0,CHC
432,432,Randy Vasquez,6.0,2.0,SD
433,433,Cade Povich,6.0,2.0,BAL
434,434,Janson Junk,6.0,3.0,MIA
435,435,Seranthony Dominguez,6.0,1.0,TOR
436,436,Joey Ortiz,6.0,5.0,MIL
437,437,Yoendrys Gomez,5.0,1.0,CWS
438,438,Nabil Crismatt,5.0,2.0,l c
439,439,Dylan Beavers,5.0,3.0,l c
440,440,Hyeseong Kim,5.0,4.0,LAD
441,441,David Robertson,5.0,1.0,PHI
442,442,Isiah Kiner-Falefa,5.0,4.0,TOR
443,443,Carter Jensen,5.0,3.0,KC
444,444,Warming Bernabel,5.0,5.0,COL
445,445,Kai-Wei Teng,5.0,1.0,SF
446,446,Trevor McDonald,5.0,2.0,SF
447,447,Jesus Sanchez,5.0,2.0,HOU
448,448,Andre Pallante,5.0,3.0,STL
449,449,Trevor Larnach,5.0,4.0,MIN
450,450,Sean Burke,5.0,3.0,CWS
451,451,Coby Mayo,5.0,2.0,BAL
452,452,Dylan Moore,5.0,8.0,TEX
453,453,Christopher Morel,5.0,7.0,TB
454,454,Michael Soroka,5.0,2.0,CHC
455,455,Dylan Lee,5.0,1.0,ATL
456,456,Erick Fedde,5.0,4.0,MIL
457,457,Jonah Heim,5.0,6.0,TEX
458,458,Ke'Bryan Hayes,4.0,3.0,CIN
459,459,Connor Wong,4.0,1.0,BOS
460,460,Michael Conforto,4.0,2.0,LAD
461,461,Mitch Farris,4.0,1.0,LAA
462,462,Carlos Santana,4.0,7.0,l c
463,463,Mick Abel,4.0,2.0,MIN
464,464,Aaron Civale,4.0,2.0,CHC
465,465,Luke Jackson,4.0,2.0,SEA
466,466,Andrew Alvarez,4.0,2.0,WSH
467,467,Edmundo Sosa,4.0,3.0,PHI
468,468,Joey Bart,4.0,1.0,PIT
469,469,Kyle Freeland,4.0,2.0,COL
470,470,Troy Melton,4.0,1.0,DET
471,471,Bailey Falter,4.0,2.0,l c
472,472,Ryan Yarbrough,4.0,2.0,NYY
473,473,Eduard Bazardo,4.0,2.0,SEA
474,474,John Schreiber,3.0,1.0,KC
475,475,Jordan Walker,3.0,2.0,STL
476,476,Joc Pederson,3.0,1.0,TEX
477,477,Grant Taylor,3.0,1.0,CWS
478,478,Casey Schmitt,3.0,1.0,SF
479,479,Steven Matz,3.0,1.0,BOS
480,480,Luis Matos,3.0,1.0,l c
481,481,Enrique Hernandez,3.0,2.0,LAD
482,482,Wenceel Perez,3.0,2.0,DET
483,483,Drew Pomeranz,3.0,1.0,CHC
484,484,Hogan Harris,3.0,1.0,OAK
485,485,Deyvison De Los Santos,3.0,0.0,l c
486,486,Victor Caratini,3.0,1.0,HOU
487,487,Tyler Kinley,3.0,1.0,ATL
488,488,Yariel Rodriguez,3.0,1.0,TOR
489,489,Keider Montero,3.0,1.0,DET
490,490,Gregory Soto,3.0,1.0,NYM
491,491,Bryan Baker,3.0,1.0,TB
492,492,Luke Raley,3.0,1.0,SEA
493,493,Cole Sands,3.0,1.0,MIN
494,494,Michael Helman,3.0,2.0,TEX
495,495,Jake Bauers,3.0,1.0,MIL
496,496,Thomas Saggese,3.0,1.0,STL
497,497,Nick Gonzales,3.0,2.0,PIT
498,498,Gabriel Arias,3.0,2.0,CLE
499,499,Nolan Gorman,3.0,2.0,STL
500,500,Christian Moore,3.0,1.0,LAA
501,501,Jack Dreyer,3.0,1.0,LAD
502,502,Drew Gilbert,2.0,1.0,SF
503,503,Edgar Quero,2.0,1.0,CWS
504,504,Max Muncy,2.0,1.0,OAK
505,505,Pedro Pages,2.0,1.0,STL
506,506,Pierce Johnson,2.0,1.0,ATL
507,507,Brady House,2.0,1.0,WSH
508,508,Caden Dana,2.0,0.0,LAA
509,509,Paul DeJong,2.0,0.0,WSH
510,510,Nate Eaton,2.0,1.0,BOS
511,511,Clayton Beeter,2.0,1.0,WSH
512,512,Nathan Lukes,2.0,1.0,TOR
513,513,Dalton Rushing,2.0,1.0,LAD
514,514,Colby Thomas,2.0,0.0,OAK
515,515,Daniel Schneemann,2.0,1.0,CLE
516,516,Danny Coulombe,2.0,0.0,TEX
517,517,Erik Sabrowski,2.0,1.0,CLE
518,518,Steven Okert,2.0,1.0,HOU
519,519,Mauricio Dubon,2.0,2.0,HOU
520,520,Greg Weissert,2.0,1.0,BOS
521,521,Anthony Banda,2.0,1.0,LAD
522,522,Justin Slaten,2.0,0.0,BOS
523,523,Jhostynxon Garcia,2.0,1.0,l c
524,524,Ronny Mauricio,2.0,1.0,NYM
525,525,Yennier Cano,2.0,2.0,BAL
526,526,Eric Wagaman,2.0,3.0,MIA
527,527,Carson Whisenhunt,2.0,1.0,l c
528,528,Tommy Pham,2.0,1.0,PIT
529,529,Heriberto Hernandez,2.0,1.0,MIA
530,530,Andrew McCutchen,2.0,1.0,PIT
531,531,Max Kepler,2.0,2.0,l c
532,532,Adam Frazier,2.0,1.0,KC
533,533,AJ Blubaugh,2.0,1.0,HOU
534,534,Matt Svanson,2.0,1.0,STL
535,535,Andruw Monasterio,2.0,0.0,MIL
536,536,Logan Evans,2.0,1.0,l c
537,537,Kyle Leahy,2.0,1.0,STL
538,538,Graham Ashcraft,2.0,1.0,CIN
539,539,Kyle Higashioka,2.0,1.0,TEX
540,540,Angel Martinez,2.0,1.0,CLE
541,541,CJ Kayfus,2.0,1.0,CLE
542,542,Jacob Young,1.0,1.0,WSH
543,543,Blake Perkins,1.0,1.0,MIL
544,544,Joey Loperfido,1.0,0.0,TOR
545,545,Robert Gasser,1.0,0.0,MIL
546,546,Braydon Fisher,1.0,0.0,TOR
547,547,Brant Hurter,1.0,0.0,DET
548,548,Tyler Locklear,1.0,0.0,l c
549,549,Harry Ford,1.0,0.0,SEA
550,550,Dane Myers,1.0,0.0,l c
551,551,Edgardo Henriquez,1.0,0.0,LAD
552,552,Curtis Mead,1.0,0.0,CWS
553,553,Mark Leiter Jr.,1.0,1.0,NYY
554,554,Kody Funderburk,1.0,1.0,MIN
555,555,Freddy Fermin,1.0,1.0,SD
556,556,Emerson Hancock,1.0,1.0,SEA
557,557,Danny Jansen,1.0,1.0,MIL
558,558,Javier Sanoja,1.0,1.0,MIA
559,559,Liam Hicks,1.0,1.0,MIA
560,560,Elias Diaz,1.0,0.0,SD
561,561,Jace Jung,1.0,0.0,l c
562,562,David Fry,1.0,0.0,l c
563,563,Tanner Banks,1.0,0.0,PHI
564,564,Travis d'Arnaud,1.0,0.0,l c
565,565,Mike Vasil,1.0,1.0,CWS
566,566,German Marquez,1.0,1.0,COL
567,567,Paul Sewald,1.0,0.0,DET
568,568,Tobias Myers,1.0,1.0,MIL
569,569,Matthew Festa,1.0,0.0,CLE
570,570,Robert Hassell III,1.0,0.0,WSH
